RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
17	1	537	293
84	2	391	263
517	3	607	141
767	4	698	135
1034	5	670	139
1234	6	600	271
1767	7	667	154
1950	8	752	143
2167	9	638	179
2383	10	886	113
2551	11	782	139
2884	12	891	125
3084	13	907	139
3384	14	796	146
3667	15	798	224
3884	16	797	225
4017	17	558	211
4167	18	552	158
4351	19	570	358
4501	20	561	331
4651	21	647	329
4817	22	570	457
5084	23	536	452
5301	24	499	374
5451	25	518	189
5617	26	586	139
5801	27	656	149
6034	28	532	204
6334	29	538	136
6501	30	503	75
6684	31	117	17
6900	32	116	35
7134	33	208	8
7317	34	139	47
7517	35	97	58
7650	36	305	65
7783	37	247	65
8100	38	407	56
8300	39	347	66
8550	40	436	67
8817	41	617	60
9000	42	751	61
9233	43	665	537
9467	44	605	557
9700	45	710	563
10033	46	624	576
10233	47	615	471
10383	48	598	432
10767	49	696	432
11067	50	644	232
11250	51	623	151
11533	52	724	147
11800	53	611	155
12167	54	881	100
12334	55	786	131
12501	56	905	131
12851	57	806	145
13367	58	919	135
13867	59	916	160
14417	60	919	258
14701	61	641	328
14934	62	563	317
15101	63	698	323
15434	64	578	393
15617	65	813	320
15901	66	635	226
16251	67	536	176
16517	68	421	455
16734	69	412	556
16984	70	527	252
17150	71	521	132
17450	72	602	154
17634	73	707	164
17884	74	574	228
18117	75	565	403
18434	76	685	168
18617	77	786	118
18901	78	835	124
19335	79	798	124
19501	80	815	130
19634	81	831	121
19868	82	919	109
20184	83	927	133
20701	84	931	161
21384	85	932	209
21768	86	931	123
22151	87	814	124
23201	88	851	127
23418	89	810	119
23834	90	766	500
23968	91	808	121
24384	92	628	134
24584	93	586	149
24834	94	800	124
25251	95	882	109
25468	96	806	117
25834	97	643	58
Duration	25919
