RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
561	1	151	98
828	2	272	108
994	3	117	56
1311	4	217	52
1528	5	117	15
1744	6	252	29
2028	7	249	15
2411	8	318	367
2561	9	310	625
2811	10	485	665
2961	11	453	679
3194	12	489	679
3411	13	349	360
3644	14	477	435
4128	15	917	524
4361	16	902	290
4595	17	911	199
4861	18	613	126
5011	19	368	93
5245	20	932	355
5411	21	918	377
5578	22	915	451
6045	23	626	457
6278	24	753	481
6478	25	906	465
6595	26	399	413
6928	27	537	381
7095	28	621	434
7245	29	832	425
7645	30	571	443
7811	31	340	418
7945	32	355	393
8111	33	147	358
8311	34	235	366
8411	35	280	144
8577	36	141	130
8844	37	116	180
9011	38	137	172
9227	39	201	184
9377	40	142	183
9711	41	154	156
10194	42	174	175
10377	43	264	157
10561	44	179	154
10811	45	225	151
11127	46	178	143
11461	47	215	137
11861	48	257	143
12111	49	231	150
12627	50	223	134
13027	51	150	141
13244	52	256	160
13894	53	241	148
14094	54	158	150
14410	55	217	155
14627	56	267	165
15061	57	251	351
15277	58	327	417
15627	59	547	422
15744	60	556	444
15927	61	784	193
16094	62	747	171
16244	63	432	183
16494	64	295	154
16644	65	269	143
16894	66	145	139
17294	67	199	164
17444	68	273	188
18544	69	291	185
18894	70	313	419
19127	71	535	568
19311	72	514	182
19511	73	736	178
19744	74	118	192
19994	75	137	126
20227	76	192	127
20727	77	238	131
20861	78	284	126
21011	79	151	138
21510	80	176	129
21660	81	280	131
21827	82	438	130
22027	83	536	125
22144	84	528	163
22444	85	823	170
22594	86	733	164
22794	87	474	123
22960	88	427	113
23177	89	463	127
23310	90	419	176
23594	91	488	171
23760	92	532	178
23927	93	444	141
24227	94	749	124
24411	95	728	123
24560	96	189	146
24710	97	157	148
25160	98	187	148
25344	99	267	198
25577	100	503	174
25760	101	466	141
25927	102	418	153
26194	103	460	152
26344	104	200	146
26577	105	269	139
26810	106	260	73
26961	107	117	77
27210	108	271	86
27377	109	230	85
27544	110	205	81
27777	111	297	353
28127	112	540	427
28327	113	652	516
28494	114	924	532
28694	115	883	478
29078	116	687	487
29261	117	667	431
29411	118	452	446
29911	119	115	119
30077	120	135	178
30662	121	229	181
31015	122	213	164
31500	123	396	566
31667	124	472	644
31884	125	470	695
32017	126	435	695
32201	127	154	717
32617	128	141	129
32801	129	141	156
33034	130	219	171
33334	131	154	162
33417	132	152	118
33801	133	210	121
34001	134	188	104
34184	135	379	118
34334	136	262	133
34568	137	676	120
34918	138	843	121
35152	139	153	165
35468	140	197	171
35668	141	235	148
35802	142	233	177
35985	143	188	163
36251	144	243	115
36951	145	251	191
Duration	37189
