RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
12	1	371	320
295	2	350	332
495	3	366	305
912	4	169	271
1062	5	233	353
1295	6	104	359
1512	7	18	431
1695	8	27	477
1962	9	33	591
2295	10	35	628
2579	11	127	611
3045	12	252	608
3278	13	373	616
3529	14	511	624
3679	15	475	613
3945	16	605	621
4862	17	17	629
5228	18	20	708
5562	19	27	835
5828	20	12	905
6112	21	20	980
6328	22	47	619
6678	23	629	614
6878	24	597	618
7128	25	577	258
7328	26	586	106
7495	27	605	311
7628	28	595	283
7895	29	619	293
8678	30	488	301
8962	31	607	301
9145	32	630	664
9312	33	614	626
9962	34	608	615
10495	35	627	613
10645	36	58	625
10878	37	25	644
11095	38	619	583
11278	39	596	271
11545	40	600	312
12195	41	624	641
12562	42	606	616
12766	43	604	303
13319	44	540	612
13502	45	497	603
13769	46	640	263
13935	47	605	327
14119	48	611	308
Duration	14292
