RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
1	1	186	229
351	2	204	331
468	3	166	335
552	4	170	351
701	5	282	349
935	6	400	364
1152	7	211	493
1385	8	125	573
1618	9	113	698
1802	10	86	643
1985	11	90	681
2252	12	176	641
2385	13	173	663
2485	14	308	602
2718	15	427	600
3201	16	675	599
5001	17	697	591
5101	18	660	613
5401	19	700	614
5918	20	670	605
6120	21		
6236	22	681	604
6670	23	697	623
6936	24	680	596
7036	25	669	608
7170	26	597	579
7303	27	537	609
7786	28	670	317
7886	29	693	103
8036	30	695	29
8353	31	691	271
8603	32	698	320
8769	33	691	283
9236	34	691	276
9369	35	674	296
9603	36	710	271
9786	37	576	277
10253	38	264	286
10619	39	710	582
10853	40	672	607
11352	41	663	600
11753	42	641	701
11953	43	662	574
12103	44	680	599
12369	45	686	603
12469	46	650	787
12686	47	675	864
12886	48	660	565
13069	49	669	573
13203	50	666	171
13403	51	682	284
Duration	13417
