RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
0	1	336	93
250	2	179	179
450	3	146	149
917	4	152	194
1200	5	155	144
1434	6	135	214
1951	7	143	165
2517	8	137	188
2751	9	148	170
2901	10	183	169
3034	11	274	177
3217	12	254	173
3684	13	138	168
3984	14	211	176
4217	15	276	178
4401	16	491	281
4667	17	826	263
4834	18	872	257
5051	19	878	216
5201	20	781	259
5585	21	276	197
5751	22	159	139
5951	23	483	549
6284	24	617	524
6668	25	478	484
6851	26	374	485
7001	27	348	475
7351	28	443	478
7768	29	457	484
8284	30	492	492
8768	31	512	507
9067	32	482	478
9234	33	492	381
9517	34	491	380
9651	35	481	328
10001	36	867	340
10185	37	876	283
10518	38	519	314
10718	39	489	337
11018	40	481	292
11202	41	733	274
11385	42	885	279
11718	43	506	282
12018	44	474	278
12168	45	167	209
12485	46	154	108
12735	47	887	193
13502	48		
13870	49	147	123
14187	50	130	196
14487	51	136	223
14703	52	427	357
15004	53	908	374
15138	54	882	349
15771	55	841	546
15938	56	551	491
16221	57	481	500
16338	58	447	488
16638	59	485	484
16805	60	469	330
17071	61	474	293
17271	62	485	404
17505	63	424	376
17821	64	458	381
17938	65	482	401
18221	66	857	379
18355	67	886	374
18621	68	888	377
18771	69	506	396
19271	70	182	239
19455	71	131	221
19855	72	125	164
20155	73	219	169
20405	74	248	161
20588	75	183	172
20788	76	136	183
20921	77	215	166
21255	78	260	170
22571	79	122	191
22771	80	152	191
22971	81	213	192
23205	82	292	186
23388	83	322	190
23555	84	132	223
23721	85	133	221
24105	86	468	294
24271	87	449	293
24538	88	478	323
24821	89	490	401
25071	90	877	439
25439	91	885	304
25756	92	866	299
25922	93	885	258
26306	94	402	312
26406	95	426	296
26589	96	484	292
26922	97	488	511
27406	98	480	488
27556	99	477	316
27856	100	452	302
27989	101	481	292
28156	102	529	284
28289	103	484	282
28506	104	700	269
28689	105	860	275
29039	106	500	281
29206	107	478	280
29639	108	363	302
30072	109	131	170
30356	110	124	548
31189	111	170	135
31472	112	131	151
Duration	31720
