RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
21	1	432	281
288	2	373	262
688	3	336	350
821	4	271	328
1021	5	198	453
1221	6	478	489
1388	7	488	448
1654	8	568	309
1771	9	614	354
2221	10	650	276
2438	11	629	289
2621	12	643	260
2871	13	678	257
3054	14	748	57
3321	15	750	298
3521	16	741	335
3921	17	778	331
4088	18	733	240
4321	19	735	135
4538	20	741	31
4704	21	727	15
4971	22	817	18
5288	23	716	34
5521	24	794	43
5804	25	770	244
5988	26	748	243
6188	27	732	284
6337	28	647	266
6537	29	629	264
6888	30	727	113
7221	31	734	207
7471	32	741	174
7854	33	696	234
8004	34	728	236
8104	35	728	114
8287	36	624	287
8521	37	626	319
8838	38	637	289
9154	39	748	167
9354	40	732	192
9887	41	611	350
10137	42	614	339
10338	43	742	79
10539	44	771	41
10789	45	802	46
11172	46	724	204
11406	47	625	349
11856	48	450	418
12123	49	227	641
12422	50	376	675
12589	51	747	49
12939	52	734	27
13206	53	794	23
13373	54	814	21
13539	55	735	41
13789	56	807	39
14089	57	456	262
14273	58	329	94
14489	59	361	108
14656	60	739	80
14856	61	750	50
15006	62	781	42
15206	63	761	27
15423	64	826	25
15606	65	722	52
15806	66	769	238
16072	67	737	246
16423	68	768	265
16506	69	667	281
16689	70	644	275
16806	71	753	298
17089	72	738	271
17272	73	764	244
17439	74	808	254
17639	75	770	323
17839	76	732	335
18006	77	755	335
18173	78	741	368
18322	79	674	283
18556	80	661	267
18739	81	642	281
18906	82	629	352
19706	83	741	192
19922	84	742	218
20172	85	720	204
20456	86	745	210
21106	87	625	348
21556	88	480	500
21839	89	493	449
22072	90	392	184
22256	91	569	215
22506	92	633	340
22672	93	624	356
22822	94	283	658
23023	95	248	442
23356	96	146	633
23539	97	628	385
23822	98	614	358
24022	99	741	127
24206	100	749	41
24556	101	817	24
24772	102	718	54
25122	103	593	272
25272	104	618	353
26156	105	482	638
26406	106	636	396
26639	107	628	365
26872	108	610	368
27039	109	249	629
27322	110	156	669
27589	111	128	757
27739	112	452	668
27939	113	129	761
28205	114	621	374
28539	115	602	364
28922	116	135	731
29139	117	106	744
29522	118	614	312
29672	119	608	325
30022	120	649	257
Duration	30088
