RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
169	1	356	274
454	2	281	520
1071	3	496	65
1204	4	564	123
1404	5	387	91
1654	6	484	331
2055	7	406	363
2188	8	378	320
2388	9	287	363
2721	10	483	329
3071	11	567	342
3238	12	490	320
3388	13	592	337
3588	14	563	324
3821	15	605	329
4154	16	630	344
4354	17	641	390
4488	18	679	359
4588	19	685	348
4771	20	465	428
5254	21	672	412
5371	22	572	425
5621	23	549	458
5754	24	515	476
5971	25	555	460
6238	26	679	539
6421	27	849	354
6671	28	868	253
6921	29	840	152
7104	30	498	138
7338	31	335	124
7554	32	121	110
7770	33	192	109
7938	34	358	121
8221	35	417	118
8404	36	485	130
8588	37	239	256
8738	38	213	262
8888	39	164	288
9171	40	211	263
9505	41	227	204
9671	42	416	146
9855	43	561	135
10021	44	539	142
10471	45	475	115
10721	46	448	104
11038	47	568	142
11721	48	556	139
12154	49	578	140
12671	50	239	279
12805	51	241	239
12988	52	292	262
13421	53	160	535
13671	54	371	301
13771	55	377	320
13854	56	286	274
14254	57	217	266
14588	58	223	167
14888	59	487	142
15038	60	536	142
15388	61	566	150
15638	62	820	526
16055	63	428	134
16221	64	471	113
16438	65	341	113
16638	66	404	107
16938	67	353	107
17371	68	157	116
17538	69	128	108
17788	70	221	100
17971	71	823	183
18188	72	867	350
18472	73	748	439
18622	74	431	169
18938	75	555	147
19355	76	253	311
Duration	19754
