RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
47	1	408	251
147	2	410	241
413	3	272	321
630	4	301	381
797	5	224	459
1047	6	335	551
1330	7	783	202
1546	8	781	74
2113	10	478	362
2313	11	486	448
2580	12	426	552
2863	13	435	535
3097	14	313	562
3446	15	466	732
3896	16	538	546
4096	17	634	534
4263	18	638	501
4530	19	264	837
4830	20	160	754
5047	21	112	841
5180	22	187	734
5463	23	159	702
5563	24	290	583
5796	25	335	557
6030	26	451	532
6413	27	401	394
6613	28	381	371
6813	29	390	333
7013	30	493	412
7596	31	625	359
7896	32	590	352
8130	33	642	333
8296	34	638	283
8813	35	661	280
8946	36	657	245
9430	37	768	74
10846	42	788	191
11096	43	761	223
12413	47		
12780	48	790	44
13196	49	606	371
13346	50	642	285
13579	51	661	253
14163	52	658	266
14279	53	614	337
15063	54	766	122
15296	55	771	173
15513	56	612	338
15879	57	442	249
16179	58	570	194
16279	59	772	142
16546	60	752	171
17179	62	728	96
17346	63	619	362
17546	64	624	325
18279	65	766	123
18863	66	405	354
19146	67	555	373
19329	68	618	321
20896	69	630	312
21463	70	650	286
22046	71	604	322
22362	72	660	273
23136	73	614	341
23521	74	629	306
23721	75	602	362
24038	76	617	331
24704	77	743	335
25038	78	631	345
25288	79	469	421
25688	80	478	152
25854	81	564	127
26088	82	692	300
26338	83	769	45
26588	84	644	323
26954	85	627	344
27371	86	754	93
27588	87	771	38
28071	88	627	325
30054	89	660	272
31038	90	569	192
31421	91	625	337
32288	92	497	420
32688	93	308	680
32905	94	262	655
33055	95	286	637
33621	96	314	777
33871	97	471	743
34221	98	328	774
34521	99	275	839
34871	100	169	672
35138	101	153	733
35355	102	648	343
35588	103	630	330
35938	104	653	262
36405	105	535	165
36771	106	407	201
37021	107	574	257
37188	108	635	321
37371	109	406	190
37788	110	587	337
37955	111	609	340
38105	112	633	322
38355	113	764	39
38555	114	779	23
39488	116		
39588	117		
39772	118	743	253
40188	119	743	333
40372	120	651	387
40571	121	624	345
40772	122	739	38
Duration	41069
