RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
102	1	149	224
335	2	95	247
452	3	87	265
585	4	283	216
1102	5		
1235	6	128	44
1435	7	53	26
1768	8	101	25
2185	9	144	27
2318	10	309	217
2485	11	332	243
2851	12	75	92
3151	13	146	39
3351	14	209	37
3601	15	367	32
3918	16	302	563
5068	17	343	359
5268	18	313	281
5385	19	328	307
5668	20	430	417
5918	21	304	193
6068	22	333	232
6501	23	347	245
6801	24	328	923
7351	25	325	937
7718	26	478	450
7868	27	315	228
8218	28	156	297
8451	29	427	468
8818	30	331	252
9018	31	322	229
9235	32	339	254
10051	33	349	247
Duration	10192
