RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
13	1	228	218
263	2	425	554
630	3	620	312
1130	4	662	168
1213	5	616	171
1530	6	610	319
2196	7	610	325
2363	8	616	293
2596	9	721	287
2713	10	634	443
2913	11	611	431
3246	12	598	532
3430	13	573	620
3563	14	613	597
3930	15	667	286
4146	16	732	300
4463	17	869	330
5029	18	877	316
5263	19	247	51
5446	20	166	45
5679	21	144	52
5846	22	260	67
5996	23	319	65
6296	24	563	62
6496	25	705	146
6663	26	658	314
7013	27	311	68
7213	28	133	102
7546	29	228	122
7763	30	337	135
7996	31	415	117
8313	32	485	120
8529	33	514	122
8896	34	491	130
9213	35	514	137
9463	36	601	126
9663	37	735	121
9846	38	624	555
10046	39	595	434
10312	40	639	447
10513	41	712	446
10863	42	655	297
11013	43	858	328
11346	44	962	332
11696	45	861	151
12063	46	852	165
12163	47	901	141
12596	48	862	172
12896	49	878	153
13096	50	995	148
13296	51	994	159
13513	52	909	185
13763	53	549	178
14096	54	805	166
14613	55	811	175
14796	56	839	162
14879	57	832	164
15230	58	601	239
15563	59	553	195
15696	60	817	262
15930	61	914	262
16280	62	547	174
16529	63	119	104
16713	64	61	116
17163	65	605	404
17280	66	594	380
17563	67	594	376
17763	68	588	628
18196	69	254	670
18613	70	630	649
18746	71	663	623
19029	72	808	628
19463	73	864	608
19646	74	919	626
19929	75	157	71
20479	76	46	108
20596	77	52	123
20763	78	104	124
21229	79	253	89
21413	80	333	107
21563	81	282	106
21863	82	382	115
21980	83	356	106
22296	84	403	122
22579	85	374	139
22746	86	387	118
23063	87	364	121
23430	88	401	123
23879	89	458	127
24429	90	477	129
24829	91	473	118
25213	92	533	122
25513	93	638	118
25813	94	570	356
25962	95	567	344
26063	96	611	355
26296	97	573	202
26513	98	633	188
26796	99	653	363
26929	100	809	348
27446	101	825	346
27646	102	799	344
27929	103	841	319
28246	104	918	341
28613	105	906	353
28912	106	589	367
29146	107	651	378
29429	108	574	337
29596	109	681	337
29829	110	792	352
30146	111	564	180
30329	112	178	487
30546	113	152	477
30712	114	199	587
31062	115	71	396
31312	116	670	164
31496	117	819	132
31762	118	807	134
32012	119	810	136
32129	120	919	132
32246	121	917	139
32762	122	906	250
32979	123	908	178
33229	124	921	148
33596	125	797	151
33879	126	835	150
34129	127	867	152
34629	128	813	241
35179	129	606	187
35479	130	820	219
35696	131	564	140
35929	132	634	151
36396	133	581	353
36612	134	635	339
36829	135	588	330
37045	136	670	322
37362	137	587	172
37579	138	680	151
38062	139	819	140
38579	140	927	135
39179	141	805	142
39429	142	570	290
39612	143	604	345
40045	144	764	162
40295	145	807	141
40845	146	616	216
41012	147	898	143
41279	148	806	130
41945	149	820	140
42228	150	849	125
42495	151	823	132
42762	152	818	136
43095	153	544	381
43262	154	193	64
43512	155	614	354
43729	156	634	320
43945	157	595	390
44179	158	572	503
44545	159	564	176
47478	165	820	130
48478	166	924	123
48728	167	564	249
49078	168	489	489
49311	169	256	625
50378	170	913	142
50495	171	913	128
51295	172	918	129
51428	173	830	122
51695	174	926	227
52045	175	808	238
Duration	52777
