RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
13	1	363	359
396	2	367	359
546	3	476	427
929	4	613	346
1229	5	588	334
1346	6	632	260
1579	7	656	267
1713	8	695	239
1847	9	739	99
2030	10	761	66
2230	11	750	12
2680	12	761	282
2830	13	755	243
3263	14	794	230
3480	15	730	178
3647	16	770	68
3880	17	655	290
4113	18	685	269
4463	19	743	101
4647	20	753	65
4830	21	632	328
5097	22	751	114
5330	23	755	185
5780	24	668	310
5980	25	637	331
6430	26	759	173
6730	27	598	372
6947	28	632	337
7130	29	758	181
7563	30	753	25
7830	31	795	0
8113	32	809	19
8263	33	719	270
8413	34	741	245
8813	35	773	406
8963	36	758	349
9130	37	742	251
9680	38	735	286
9913	39	694	290
10213	40	638	301
10430	41	623	348
Duration	11296
