RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
14	1	528	386
80	2	349	391
297	3	478	382
480	4	237	414
714	5	115	619
1113	6	103	639
1247	7	295	663
1714	8	293	512
2063	9	464	280
2197	10	426	238
2363	11	743	184
2580	12	628	285
2880	13	299	571
3080	14	296	493
3330	15	308	807
3630	16	98	569
3780	17	25	507
3930	18	47	482
4280	19	308	515
4480	20	285	646
4680	21	304	860
4830	22	305	896
5097	23	320	591
5415	24	295	486
5499	25	279	462
6099	26	200	434
6299	27	299	503
Duration	6485
