RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
4	1	354	404
137	2	430	327
304	3	430	348
421	4	391	163
754	5	395	181
1304	6	433	351
1587	7	911	370
1754	8	887	386
2138	9	898	291
2488	10	880	302
2704	11	414	319
3554	12	254	315
3738	13	255	317
3888	14	516	362
4238	15	628	422
4488	16	895	413
4838	17	874	405
5121	18	833	381
5388	19	572	385
5654	20	741	482
6038	21	550	510
6271	22	409	244
6454	23	392	187
6721	24	124	131
7021	25	178	115
7338	26	90	106
7571	27	428	335
7887	28	590	412
8154	29	539	497
8421	30	272	405
8904	31	187	354
9304	32	253	367
9638	33	381	631
9871	34	448	626
10171	35	478	670
10421	36	488	597
10754	37	456	681
11004	38	529	687
11421	39	488	683
11804	40	313	320
12821	41	290	196
13271	42	314	81
13537	43	452	94
14104	44	455	156
14454	45	539	232
15371	46	507	329
16637	47	652	317
16904	48	436	331
17504	49	561	400
18270	50	892	391
18887	51	857	374
19320	52	538	387
19620	53	781	419
19804	54	904	428
19987	55	881	457
20170	56	759	473
20470	57	637	482
20804	58	748	491
20970	59	261	353
21403	60	699	487
21903	61	400	154
22154	62	381	192
22320	63	165	182
22570	64	113	162
22804	65	103	114
22987	66	170	112
23453	67	124	107
23803	68	75	141
24203	69	382	439
24520	70	507	499
24670	71	234	155
24837	72	139	158
25287	73	199	191
25504	74	122	190
25753	75	162	163
25953	76	215	162
26170	77	484	122
26437	78	711	165
26687	79	691	180
27053	80	421	165
27387	81	138	192
27570	82	226	191
27853	83	185	180
28587	84	217	178
29220	85	143	106
29803	86	205	117
30553	87	244	119
30803	88	126	113
31720	89	177	121
33053	90	164	197
33153	91	147	115
34170	92	175	110
Duration	34699
