RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
40	1	386	168
273	2	330	167
523	3	469	285
757	4	338	537
973	5	822	146
1106	6	889	109
1357	7	681	132
1640	8	559	111
1873	9	324	116
2057	10	384	128
2157	11	212	129
2390	12	127	96
2557	13	123	95
2723	14	124	51
2856	15	199	57
3090	16	281	51
3223	17	382	53
3423	18	417	57
3573	19	334	52
3790	20	310	46
3973	21	234	99
4190	22	149	90
4340	23	104	92
4640	24	133	103
4940	25	128	155
5140	26	187	113
6140	27	542	590
6290	28	843	605
6607	29	828	386
6790	30	635	281
6956	31	375	207
7173	32	180	210
7440	33	124	555
8006	34	221	269
8590	35	113	233
8839	36	108	151
9273	37	839	210
9406	38	912	254
9590	39	920	140
9907	40	887	105
10090	41	867	98
10924	42	799	306
11090	43	745	275
11340	44	570	252
11574	45	322	199
11791	46	132	196
12157	47	215	189
12524	48	165	198
12740	49	86	285
13207	50	122	581
13390	51	164	59
13623	52	259	59
13756	53	367	54
14023	54	159	105
14156	55	122	118
14373	56	242	114
14707	57	359	66
14823	58	360	54
14990	59	332	73
15257	60	255	57
15606	61	172	289
16206	62	553	326
16356	63	773	280
16673	64	798	334
16923	65	886	427
17090	66	886	327
17324	67	833	242
17857	68	561	319
18223	69	359	353
18624	70	184	467
18740	71	94	600
19290	72	750	611
19723	73	445	239
19923	74	331	212
20140	75	436	207
20356	76	282	181
20873	77	168	163
Duration	20915
