RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
14	1	408	212
64	2	372	237
347	3	363	370
430	4	392	394
664	5	449	210
897	6	407	128
1064	7	402	157
1330	8	402	328
1497	9	403	397
1730	10	402	439
2197	11	362	66
2430	12	515	81
2631	13	614	91
2847	14	743	89
3081	15	634	102
3264	16	550	103
3748	17	581	99
3947	18	623	98
4148	19	402	347
4348	20	420	378
4997	21	280	375
5214	22	625	459
5414	23	390	495
5581	24	408	525
5847	25	382	538
6081	26	402	460
6281	27	412	447
6781	28	386	537
6964	29	415	525
7181	30	390	544
7431	31	440	541
7614	32	386	566
7931	33	422	555
8214	34	388	565
8364	35	446	560
8564	36	794	530
8831	37	786	444
9031	38	770	396
9297	39	394	370
9664	40	399	148
9931	41	416	163
10131	42	402	346
10314	43	690	338
10514	44	474	216
10647	45	404	171
10864	46	669	173
10997	47	616	175
11197	48	287	210
11347	49	269	175
11464	50	217	513
Duration	11640
