RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
108	1	613	385
411	2	505	251
711	3	669	456
1178	4	176	334
1345	5	78	299
1645	6	375	302
1911	7	544	299
2045	8	550	293
2245	9	872	326
2495	10	831	298
2695	11	797	270
2995	12	897	310
3295	13	647	309
3561	14	522	295
3761	15	546	308
3994	16	214	283
4161	17	103	289
4545	18	499	691
4678	19	487	622
4928	20	535	367
5311	21	579	291
5511	22	557	351
5661	23	642	646
5928	24	637	616
6328	25	556	315
6811	26	571	611
7078	27	562	327
7378	28	555	306
7679	29	450	299
7895	30	96	313
8095	31	83	295
8412	32	555	299
8879	33	565	453
9712	34	581	453
10002	35	658	317
10718	36	747	280
10902	37	662	305
11318	38	802	275
11835	39	697	668
11952	40	650	629
12168	41	113	444
12352	42	92	370
12568	43	98	345
12918	44	576	307
13302	45	673	317
13635	46	839	376
14068	47	827	333
14352	48	836	322
14718	49	836	596
14835	50	870	613
15118	51	779	634
15485	52	846	426
15968	53	842	448
16085	54	842	425
Duration	17291
