RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
621	1	141	625
904	2	78	580
1137	3	117	601
1337	4	292	607
1804	5	153	92
2204	6	139	105
2371	7	231	117
2904	8	233	121
3371	9	380	110
3604	10	581	113
3837	11	786	111
4021	12	758	118
4187	13	605	117
4421	14	944	90
4604	15	906	167
4955	16	892	418
5188	17	893	582
5321	18	856	597
5571	19	728	602
5955	20	145	462
6105	21	28	474
6338	22	97	180
6488	23	194	117
6671	24	250	103
6788	25	122	95
7021	26	93	105
7171	27	246	98
7355	28	977	91
7522	29	847	100
7872	30	889	99
8289	31	919	153
8439	32	845	113
8589	33	663	117
8955	34	695	134
9105	35	571	321
9289	36	571	573
9555	37	237	638
9689	38	72	634
10071	39	913	640
10272	40	898	623
10589	41	740	595
10789	42	269	599
10939	43	110	595
11189	44	179	604
11472	45	430	370
11955	46	776	580
12139	47	850	587
12322	48	848	458
12672	49	861	441
13072	50	763	504
13289	51	111	440
13405	52	18	446
13605	53	92	202
13721	54	77	161
13905	55	106	125
14205	56	270	118
14405	57	121	97
14788	58	200	515
14955	59	170	585
15088	60	127	597
15371	61	219	608
15704	62	311	611
15905	63	128	612
16071	64	740	616
16271	65	576	599
16488	66	748	593
16821	67	743	485
17021	68	736	365
17205	69	744	316
17554	70	388	324
17754	71	103	301
17921	72	84	264
18138	73	104	156
18488	74	922	294
18638	75	917	347
18872	76	912	243
19038	77	917	158
19238	78	879	100
19355	79	850	98
19738	80	894	86
19905	81	837	102
20188	82	124	121
20338	83	101	118
20554	84	74	145
20721	85	109	88
20854	86	247	91
21221	87	98	134
21337	88	80	158
21538	89	67	417
21938	90	167	588
22054	91	107	606
22321	92	203	619
22521	93	355	432
22688	94	740	316
23154	95	953	585
23272	96	885	611
23472	97	910	614
23888	98	912	467
24005	99	711	200
24188	100	508	106
24322	101	361	61
24505	102	194	55
24688	103	54	38
24804	104	125	56
25004	105	197	56
25321	106	273	50
25637	107	337	49
25937	108	402	53
26188	109	462	52
26338	110	397	54
26654	111	455	52
26804	112	172	90
26987	113	109	73
27237	114	179	76
27354	115	98	142
27737	116	141	109
27921	117	264	116
28421	118	418	94
28571	119	207	98
28787	120	97	82
28987	121	164	86
29354	122	263	96
29537	123	285	102
29921	124	222	129
30287	125	138	582
30571	126	100	621
30804	127	172	618
31121	128	135	597
31371	129	194	610
31637	130	700	630
31887	131	928	611
32004	132	887	616
33054	133	444	611
33421	134	346	455
33554	135	116	233
33705	136	35	234
33854	137	169	116
34021	138	224	122
34154	139	235	102
34304	140	186	89
34421	141	113	85
34704	142	862	88
34854	143	910	93
34988	144	867	118
35171	145	825	261
35338	146	709	439
35504	147	630	571
35654	148	689	591
35821	149	735	345
36304	150	26	267
36521	151	987	344
36638	152	922	358
36987	153	925	152
37138	154	872	88
37654	155	848	103
37871	156	899	109
38038	157	922	111
38204	158	876	83
38588	159	695	287
38854	160	689	349
39104	161	712	349
39354	162	688	321
39671	163	285	338
40038	164	364	280
40171	165	707	300
40538	166	324	243
40738	167	896	296
41137	168	602	146
41288	169	359	105
41471	170	627	107
41638	171	713	103
41787	172	688	113
41987	173	534	109
42187	174	203	111
42354	175	57	105
42504	176	121	114
42937	177	722	316
43204	178	755	341
43537	179	154	189
43670	180	97	149
43837	181	121	132
44020	182	99	302
44337	183	90	336
44603	184	218	358
44953	185	179	232
45120	186	119	137
45470	187	315	116
45620	188	369	116
45837	189	796	390
46137	190	838	390
46520	191	708	405
46837	192	243	392
47037	193	88	359
47437	194	141	608
47687	195	207	615
47887	196	124	201
48037	197	94	152
48253	198	164	95
48453	199	243	78
48637	200	412	45
48887	201	133	60
49053	202	107	47
49203	203	222	46
49453	204	201	52
49620	205	288	50
49887	206	196	50
50120	207	350	45
50453	208	382	47
50637	209	225	46
50786	210	190	50
50953	211	120	54
51170	212	197	93
51587	213	283	105
51770	214	122	168
51986	215	83	154
52170	216	180	109
52453	217	891	84
52604	218	818	103
52787	219	874	116
53020	220	834	109
53253	221	884	110
53520	222	913	119
53871	223	934	138
54021	224	876	84
54254	225	917	88
54354	226	840	108
54604	227	908	494
54837	228	922	591
54987	229	903	619
55270	230	700	599
55454	231	905	614
55787	232	219	637
55954	233	58	577
56070	234	101	577
56420	235	163	602
56603	236	219	620
56770	237	175	623
57087	238	147	627
57387	239	253	620
57570	240	154	621
57770	241	66	624
58070	242	172	344
58303	243	129	143
58403	244	119	116
58603	245	110	84
58820	246	232	84
58987	247	177	87
59153	248	259	85
59353	249	396	51
59586	250	138	46
59737	251	100	57
60237	252	178	55
60420	253	102	56
60670	254	179	55
60903	255	93	56
61153	256	188	45
61653	257	202	52
62120	258	268	51
62386	259	348	60
62803	260	404	60
63020	261	379	56
63270	262	455	56
63586	263	412	56
63836	264	458	60
64336	265	251	75
64503	266	113	90
64653	267	93	91
65053	268	189	92
65253	269	152	100
65420	270	104	92
65770	271	226	90
65986	272	283	114
66220	273	142	98
66386	274	247	97
66603	275	300	74
66736	276	129	111
67136	277	279	103
67320	278	175	94
67503	279	112	96
67720	280	185	94
67920	281	241	97
68303	282	129	97
68520	283	93	113
69003	284	79	137
69319	285	307	114
69436	286	183	158
69686	287	116	173
69869	288	86	243
70369	289	737	361
70836	290	706	584
71153	291	815	591
71369	292	724	597
71519	293	781	581
71736	294	748	341
71969	295	701	348
72219	296	321	339
72386	297	78	335
72719	298	214	349
73036	299	719	335
73336	300	107	247
73569	301	87	329
74152	302	738	326
74352	303	721	339
74669	304	705	341
74869	305	745	357
75286	306	703	356
75803	307	126	398
75919	308	68	364
76336	309	150	589
76469	310	122	607
76652	311	771	635
76852	312	853	607
77186	313	727	586
77419	314	626	597
77719	315	193	587
77886	316	128	593
78202	317	204	597
78602	318	944	450
78753	319	903	449
79020	320	925	364
79286	321	914	476
79586	322	907	592
79803	323	880	103
80019	324	848	104
80403	325	887	124
Duration	80525
