RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
53	1	282	193
287	2	92	303
420	3	231	107
587	4	84	21
804	5	203	24
1004	6	86	428
1204	7	67	445
1504	8	54	378
1720	9	212	126
1954	10	588	182
2204	11	630	197
2370	12	501	139
2520	13	869	405
2638	14	830	426
2821	15	863	425
3104	16	185	120
3389	17	581	169
3656	18	514	129
3889	19	481	143
4039	20	517	118
4540	21	172	113
4923	22	535	96
5440	23	731	176
5523	24	699	171
5991	25	133	264
6174	26	193	109
6424	27	696	172
6608	28	743	170
7041	29	729	166
7408	30	612	207
7525	31	650	203
7808	32	622	220
7992	33	447	121
8208	34	391	118
8358	35	128	495
8558	36	82	496
8675	37	80	503
8808	38	82	576
9075	39	182	109
9609	40	117	130
9775	41	172	147
9943	42	228	126
10476	43	170	234
10759	44	158	234
10876	45	248	403
11042	46	267	488
11792	47	67	452
12326	48	924	428
12543	49	558	200
12860	50	601	202
13027	51	444	139
14010	52	403	146
14827	53	410	189
15110	54	414	185
15310	55	588	249
15410	56	597	263
16377	57	704	163
16910	58	831	457
17227	59	136	85
17359	60	188	112
17610	61	265	126
18010	62	289	93
18260	63	822	450
18427	64	873	430
Duration	18711
