RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
439	1	248	134
623	2	214	203
773	3	87	474
923	4	110	498
1072	5	98	553
1156	6	109	529
1306	7	142	519
1506	8	122	525
1622	9	189	208
1856	10	219	192
2072	11	295	217
2289	12	275	232
2439	13	119	54
2639	14	152	22
2789	15	213	28
2989	16	206	164
3172	17	285	212
3439	18	589	200
3756	19	644	321
3906	20	538	241
4206	21	530	323
4406	22	658	223
4606	23	137	457
4772	24	117	438
5089	25	102	476
5356	26	103	518
5572	27	130	528
5739	28	116	560
5856	29	192	213
6189	30	265	204
Duration	6292
