RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
395	1	200	136
564	2	360	207
781	3	361	238
981	4	384	225
1281	5	382	379
1548	6	216	67
1831	7	389	355
2081	8	426	356
2298	9	365	358
2598	10	416	358
2781	11	398	205
3231	12	96	63
3698	13	938	225
3864	14	297	154
4131	15	366	205
4331	16	909	203
4514	17	938	221
4864	18	654	480
4964	19	612	469
5264	20	294	507
5614	21	98	510
5798	22	254	71
6081	23	335	74
6247	24	432	84
6431	25	538	424
6881	26	620	489
7482	27	893	506
7615	28	759	486
8923	29	808	496
9140	30	902	517
9574	31	805	505
9890	32	827	505
10090	33	807	538
10507	34	809	546
10790	35	808	504
10974	36	830	509
11174	37	807	488
11440	38	846	276
11540	39	813	225
11674	40	811	238
12057	41	839	507
12723	42	895	231
12890	43	894	235
12990	44	923	244
13257	45	851	224
13657	46	903	249
13873	47	839	229
14457	48	841	221
15773	49	841	193
15874	50	919	214
16157	51	909	231
16507	52	858	253
16791	53	819	219
16990	54	801	464
17291	55	881	213
17674	56	857	234
17924	57	918	239
18374	58	933	280
18674	59	801	503
18890	60	731	506
19124	61	421	328
19474	62	229	133
19707	63	372	206
Duration	19762
