RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
6	1	325	106
473	2	497	168
789	3	730	278
956	4	715	573
1139	5	595	605
1323	6	576	592
1539	7	486	185
1723	8	398	170
2039	9	52	176
2206	10	230	61
2406	11	183	35
2722	12	145	635
2889	13	128	598
3122	14	626	594
3489	15	755	574
3622	16	503	583
3839	17	536	228
4006	18	526	172
4122	19	397	167
4489	20	554	159
4889	21	590	173
5106	22	393	174
5489	23	504	304
5756	24	589	260
5972	25	819	259
6156	26	801	232
6272	27	916	289
6556	28	900	302
6806	29	786	242
7039	30	543	199
7189	31	512	170
7322	32	580	175
7656	33	565	563
7806	34	479	607
8022	35	533	340
8239	36	489	333
8639	37	474	447
8922	38	39	328
9122	39	504	327
9272	40	477	322
9589	41	61	286
9855	42	472	323
10389	43	38	314
10606	44	507	281
10789	45	481	304
11306	46	491	331
11456	47	465	322
11672	48	44	330
11872	49	510	317
12039	50	473	326
12206	51	23	322
12422	52	448	310
12622	53	468	325
12789	54	459	569
12989	55	429	296
13122	56	450	163
13406	57	468	300
13789	58	472	317
14539	59	17	345
14756	60	442	326
14922	61	471	325
15222	62	425	301
15372	63	478	323
15589	64	18	341
15972	65	519	320
16056	66	484	319
16556	67	44	323
16772	68	501	318
16955	69	476	323
17289	70	34	323
17555	71	476	319
18289	72	106	324
18422	73	17	327
18606	74	429	166
18806	75	452	321
19006	76	473	314
19189	77	624	616
19422	78	901	304
19755	79	544	188
Duration	19853
