RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
157	1	397	159
341	2	131	240
591	3	134	341
808	4	97	344
1024	5	78	228
1457	6	63	151
1624	7		
2057	8	86	14
2241	9	509	142
2757	10	112	381
3040	11	229	455
3240	12	252	367
3490	13	270	332
3624	14	293	236
3890	15	232	277
4340	16	113	293
4607	17	169	292
4873	18	408	292
5140	19	136	284
5490	20	493	295
5640	21	755	291
5840	22	804	126
6240	23	760	278
6790	24	255	598
7190	25	218	729
7490	26	223	603
7740	27	235	565
7923	28	79	547
8140	29	230	332
8323	30	236	299
8523	31	95	298
8707	32	182	295
8957	33	246	301
9123	34	716	287
9340	35	760	287
9507	36	799	114
9890	37	201	318
10057	38	226	301
10240	39	101	302
10457	40	177	296
Duration	10564
