RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
64	1	476	530
380	2	521	562
464	3	496	595
897	4	442	628
1214	5	798	276
1813	6	795	329
2847	7	800	210
2997	8	809	261
3297	9	523	402
3597	10	688	349
3680	11	658	372
3847	12	629	402
4363	13	358	421
4547	14	363	413
4780	15	398	385
5013	16	779	199
5330	17	801	200
5930	18	772	159
6263	19	874	153
6413	20	868	178
6513	21	883	150
6730	22	754	174
7064	23	742	172
7147	24	796	169
7614	25	789	142
7814	26	752	184
8064	27	754	281
8214	28	753	302
8464	29	768	398
8714	30	735	409
9047	31	756	380
9697	32	748	383
9964	33	770	402
10297	34	747	339
10714	35	720	327
10881	36	734	287
11048	37	742	198
11364	38	786	152
11697	39	722	130
11914	40	729	150
12214	41	823	144
12547	42	726	123
13014	43	803	150
13401	44	733	142
13551	45	735	122
13767	46	806	91
13851	47	815	116
14117	48	807	94
14501	49	750	113
14901	50	742	112
15734	51	518	691
15967	52	487	808
16334	53	252	805
16501	54	262	817
16684	55	302	783
17083	56	456	714
17450	57	468	703
17817	58	462	746
18234	59	438	671
18417	60	459	709
18784	61	504	721
19267	62	330	781
19783	63	273	778
19917	64	305	776
20167	65	487	853
20484	66	555	909
20584	67	535	904
20833	68	475	664
21017	69	413	638
21384	70	466	118
21617	71	643	95
21867	72	742	86
22200	73	721	95
22567	74	547	105
22817	75	493	258
23067	76	426	486
23450	77	239	599
23850	78	256	589
24067	79	455	736
24317	80	461	703
24533	81	284	819
24833	82	239	806
25017	83	270	800
25283	84	417	620
25583	85	423	339
25783	86	341	231
26100	87	744	193
26483	88	732	152
26633	89	760	158
27083	90	452	683
27200	91	432	697
27283	92	417	632
27733	93	397	622
27900	94	407	620
28150	95	398	720
28317	96	303	756
28600	97	249	789
28917	98	226	781
29417	99	252	799
29683	100	225	808
29967	101	263	798
30100	102	289	807
30217	103	236	805
30850	104	272	820
31117	105	262	807
31666	106	245	791
31833	107	302	794
32183	108	255	789
32517	109	229	799
33100	110	274	796
33600	111	481	742
34283	112	106	640
34400	113	120	650
34583	114	267	789
34900	115	198	794
35150	116	247	791
35333	117	239	790
35600	118	206	808
36609	119	415	539
36892	120	352	620
37925	121	476	631
38068	122	498	629
38468	123	449	637
38701	124	454	631
38851	125	514	643
39501	126	479	652
39884	127	514	648
40384	128	559	758
40684	129	577	859
41034	130	413	441
41351	131	413	279
41534	132	237	318
41968	133	479	750
42418	134	456	637
43759	135	254	964
44495	137	251	819
44761	138	289	810
45411	139	256	813
45628	140	242	810
46011	141	211	808
46161	142	250	811
46544	143	250	824
46761	144	210	810
46911	145	261	809
47411	146	302	807
47761	147	262	809
47995	148	242	799
48544	149	472	729
48728	150	748	691
49095	151	734	428
49278	152	723	587
49478	153	725	586
49845	154	718	578
50128	155	864	612
50545	156	203	821
50661	157	226	805
50845	158	232	806
51028	159	269	801
51394	160	230	793
51678	161	276	792
52412	162	880	566
53346	163	413	776
53546	164	272	773
53946	165	246	802
54179	166	243	798
54696	167	210	805
55096	168	303	817
55329	169	651	474
Duration	55470
