RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
47	1	302	268
347	2	408	283
513	3	423	323
713	4	427	89
913	5	427	42
1347	6	445	58
1480	7	433	24
2063	8	537	9
2297	9	449	32
2463	10	484	13
2597	11	461	27
2797	12	457	3
3047	13	520	3
3313	14	549	4
3497	15	440	27
3747	16	391	79
3997	17	475	80
4163	18	496	90
4397	19	470	175
4530	20	479	941
5147	22	532	914
5614	25	564	873
5847	26	573	851
5963	27	465	855
6164	28	573	509
6497	29	163	509
6647	30	83	505
6847	31	480	497
6997	32	379	512
7213	33	356	538
7597	34	444	843
7730	35	378	853
7863	36	361	874
8247	37	357	847
8430	38	113	855
8747	39	240	17
9147	41	145	10
9297	42	186	22
9780	43	363	754
9930	44	399	817
10080	45	365	865
10297	46	544	867
10897	47	155	791
11114	48	45	858
11497	49	437	776
11580	50	433	767
11780	51	379	464
11947	52	245	439
12097	53	116	241
12263	54	117	278
12447	55	93	283
12613	56	61	477
13030	57	52	522
13430	58	490	867
13730	59	353	853
13897	60	353	876
14313	61	363	874
14480	62	448	477
14663	63	368	497
14830	64	355	517
14997	65	584	488
15213	66	474	69
15447	67	439	19
15663	68	457	0
15863	69	530	0
16113	70	423	2
16363	71	527	1
16747	72	443	32
17130	73	563	302
17330	74	374	589
17547	75	368	565
17680	76	359	501
17880	77	521	991
18097	78		
18163	79	370	634
18430	80	370	697
18763	81	344	520
18980	82	363	518
19230	83	369	749
19547	84	452	753
19680	85	393	664
19897	86	360	702
20080	87	533	686
20380	88	563	841
20530	89	360	864
21013	90	342	878
21230	91	480	659
21380	92	476	310
21663	93	468	88
Duration	21850
