RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
51	1	573	359
554	2	296	457
1765	3	188	352
1963	4	49	235
2100	5	133	241
2918	6	834	239
3268	7	914	225
3701	8	858	117
4017	9	819	120
4117	10	814	127
4384	11	890	128
4818	12	873	120
5251	13	857	111
5518	14	916	154
5901	15	915	219
6184	16	861	223
6501	17	798	217
7034	18	848	222
7417	19	489	199
7817	20	285	153
8434	21	554	148
8667	22	592	170
8900	23	661	172
9117	24	903	235
9450	25	861	247
9767	26	524	176
10000	27	594	162
10083	28	583	170
10634	29	687	185
10767	30	732	209
11117	31	774	228
11217	32	488	111
11584	33	613	136
12217	34	914	212
12434	35	882	144
12617	36	858	140
13251	37	912	162
13701	38	937	869
13967	39	217	913
14251	40	151	926
14534	41	166	871
14700	42	253	546
15267	43	83	744
15950	44	92	850
16166	45	233	849
16400	46	232	800
16517	47	245	803
16883	48	221	794
16983	49	239	802
17450	50	277	616
17650	51	381	382
18083	52	561	191
19617	53	639	204
20183	54	615	178
20767	55	478	327
21067	56	337	362
21367	57	357	244
21967	58	496	284
22100	59	511	243
22433	60	810	219
22617	61	807	227
23150	62	917	248
23500	63	933	213
23716	64	955	166
24134	65	820	266
24300	66	906	233
24550	67	908	231
24667	68	919	307
25167	69	865	126
25467	70	825	147
25717	71	869	160
26184	72	900	160
26434	73	862	158
26900	74	885	231
27250	75	887	204
27334	76	888	223
27667	77	905	699
28100	78	809	856
28650	79	194	888
29150	80	196	825
29450	81	356	574
29650	82	930	692
29900	83	896	582
30083	84	870	199
30350	85	856	157
30850	86	512	169
32350	87	18	257
32617	88	109	349
32833	89	119	357
33117	90	307	346
33467	91	334	224
33650	92	238	137
33934	93	9	135
34066	94	88	157
34316	95	103	184
34566	96	85	161
34966	97	160	142
35166	98	210	146
35466	99	105	144
35916	100	225	154
36083	101	295	166
36366	102	276	165
37016	103	158	158
37416	104	94	152
37549	105	191	146
37866	106	95	145
38149	107	82	147
38283	108	180	160
38833	109	290	152
39099	110	361	157
39416	111	234	185
39633	112	366	177
39949	113	98	192
40233	114	159	165
40533	115	222	181
40766	116	182	193
40899	117	289	200
41666	118	224	176
41816	119	280	188
42033	120	568	177
42333	121	472	314
42516	122	470	305
43299	123	347	253
43749	124	338	275
43966	125	348	253
44399	126	318	250
44816	127	123	348
45149	128	78	408
45416	129	482	328
45666	130	484	349
45849	131	491	321
46399	132	679	158
46682	133	490	166
46916	134	488	159
48400	135	150	530
48851	136	418	571
49467	137	983	520
49601	138	913	499
49768	139	914	528
49884	140	883	254
50118	141	880	237
52051	147	106	144
52151	148	123	128
52418	149	262	171
52984	150	195	171
53801	151	36	259
54334	152	474	232
54534	153	456	270
54701	154	463	260
55001	155	142	240
55184	156	192	169
55967	157	142	167
56284	158	469	264
56667	159	456	249
56851	160	445	237
56951	161	446	265
57184	162	449	294
57584	163	363	297
57784	164	369	311
58084	165	373	299
58451	166	350	402
58568	167	330	347
58768	168	354	257
59051	169	377	286
59251	170	96	308
59417	171	43	301
59934	172	33	247
60167	173	651	246
60334	174	780	257
60651	175	833	242
60884	176	736	238
61384	177	770	228
61551	178	430	285
61917	179	384	283
62201	180	385	287
62600	181	818	249
63217	182	752	254
63417	183	745	278
63717	184	897	258
64117	185	848	155
64351	186	907	594
65084	187	861	196
65450	188	873	171
65734	189	834	168
65950	190	904	280
66467	191	778	267
66734	192	738	263
66900	193	727	242
67134	194	729	262
67417	195	730	255
67750	196	267	258
67934	197	57	251
68300	198	110	265
68484	199	438	307
69734	200	28	281
69883	201	74	317
70050	202	104	311
70283	203	78	285
70600	204	83	298
70783	205	95	327
71033	206	93	349
71166	207	437	320
71733	208	435	334
72166	209	499	313
72366	210	423	342
72566	211	426	347
73066	212	408	316
73766	213	365	388
74050	214	321	247
74266	215	410	298
74500	216	416	319
74700	217	200	324
74850	218	97	308
74933	219	82	331
75683	220	433	354
75849	221	411	357
76100	222	416	297
76400	223	489	301
76850	224	126	274
77033	225	94	278
77750	226	465	314
77916	227	466	306
78133	228	431	336
78283	229	441	311
78566	230	109	325
78733	231	85	318
78983	232	78	312
79366	233	505	297
79649	234	107	282
79816	235	84	292
80483	236	85	297
80616	237	76	281
80866	238	79	288
Duration	81224
