RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
134	1	543	628
267	2	358	540
534	3	270	273
867	4	302	216
1051	5	326	226
1351	6	371	40
1834	7	465	39
2118	8	398	59
2301	9	358	54
2452	10	397	54
2802	11	153	37
3068	12	377	293
3168	13	337	303
3768	14	400	437
4118	15	437	413
4268	16	381	300
4502	17	378	249
4702	18	409	256
5085	19	409	524
5318	20	426	622
5552	21	381	641
5802	22	351	638
6201	23	369	642
6368	24	410	755
6635	25	415	864
6885	26	393	944
7168	27	395	960
7468	28	380	634
7868	29	67	632
7951	30	50	619
8252	31	33	614
8618	32	345	619
8935	33	319	640
9185	34	373	640
9468	35	395	387
9669	36	429	223
10102	37	391	287
10352	38	407	17
10535	39	416	55
10868	40	410	708
11235	41	380	635
11402	42	387	804
11635	43	409	770
11818	44	424	944
Duration	12061
