RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
17	1	462	170
450	2	506	333
667	3	406	493
867	4	96	59
1050	5	121	51
1383	6	198	36
1716	7	667	245
1833	8	829	210
2000	9	856	179
2466	10	919	96
2634	11	750	101
3100	12	229	426
3233	13	195	503
3383	14	178	356
3566	15	117	99
3866	16	871	73
4034	17	756	127
4217	18	837	99
4384	19	843	102
4900	20	67	88
5100	21	116	84
5433	22	172	82
5633	23	144	92
5783	24	215	71
5966	25	159	76
6216	26	210	70
6433	27	239	74
6633	28	877	66
6850	29	783	122
7017	30	848	111
7383	31	766	275
7533	32	823	113
7833	33	865	103
8033	34	761	109
8434	35	810	109
8584	36	869	234
8733	37	893	191
9000	38	807	196
9167	39	773	201
9367	40	774	497
9600	41	768	522
9883	42	762	498
10367	43	783	231
10533	44	817	175
10700	45	782	188
11033	46	788	445
11233	47	777	508
11467	48	779	263
11933	49	99	508
12300	50	198	548
12467	51	271	552
12817	52	806	281
12983	53	904	241
13317	54	916	376
Duration	13508
