RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
17	1	184	365
334	2	500	340
551	3	382	381
751	4	400	398
934	5	192	276
1101	6	98	298
1317	7	344	237
1584	8	302	468
1767	9	136	478
2001	10	91	460
2168	11	141	464
2351	12	195	490
2567	13	102	462
2818	14	131	467
3001	15	189	487
3251	16	250	490
3434	17	166	489
3634	18	366	401
3818	19	394	402
4267	20	840	480
4484	21	842	564
4617	22	847	599
5101	23	867	595
5918	24	897	606
6168	25	791	622
6585	26	766	621
7118	27	63	504
7251	28	31	478
7585	29	109	490
7868	30	789	464
8068	31	794	570
8285	32	801	605
Duration	8699
