RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
305	1	385	384
504	2	389	523
688	3	678	523
821	4	735	527
1021	5	900	487
1188	6	876	518
1471	7	769	523
1638	8	778	486
1888	9	807	490
2088	10	789	235
2471	11	907	226
2804	12	797	230
3221	13	772	481
3454	14	806	488
3654	15	811	240
4038	16	872	229
4172	17	925	257
4488	18	852	294
4638	19	493	365
4805	20	336	387
5155	21	408	381
5355	22	380	388
5522	23	444	379
5855	24	337	225
5955	25	313	208
6205	26	362	202
6438	27	759	223
6655	28	798	228
6921	29	922	228
7272	30	774	225
7472	31	476	494
7705	32	325	528
7921	33	423	557
8088	34	748	527
8488	35	789	240
Duration	8702
