RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
10	1	293	396
276	2	163	282
443	3	40	191
676	4	620	108
893	5	671	174
1060	6	673	84
1210	7	658	15
1910	8	657	53
2260	9	678	100
2643	10	504	160
2910	11	42	23
3109	12	680	254
3493	13	90	203
3726	14	669	97
3993	15	682	39
4259	16	693	140
4709	17	61	50
4976	18	69	263
5109	19	98	285
5226	20	77	317
5492	21	627	300
5676	22	696	288
5842	23	719	287
6092	24	529	298
6326	25	536	139
6526	26	500	148
6676	27	711	275
7176	28	730	68
7393	29	675	23
7743	30	659	60
7943	31	674	23
8409	32	658	52
8626	33	690	62
8826	34	678	120
9060	35	500	317
9326	36	475	175
10209	37	147	150
10493	38	613	168
10709	39	568	163
10876	40	636	155
11076	41	697	350
11309	42	673	270
11559	43	687	104
11759	44	676	25
12159	45	75	5
12393	46	23	22
12492	47	88	41
12625	48	121	43
12860	49	88	37
13060	50	162	46
13426	51	209	44
13643	52	93	59
14360	53	498	147
14826	54	122	58
15076	55	486	301
15260	56	530	287
15443	57	539	154
15743	58	509	134
15910	59	529	294
16160	60	84	330
16443	61	575	289
16593	62	542	287
16976	63	647	108
Duration	17014
