RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
434	1	251	359
554	2	259	276
921	3	107	246
954	4	93	102
1188	5	266	103
1438	6	246	528
1754	7	148	532
2221	8	167	278
2488	9	229	125
2655	10	263	319
3055	11	287	309
3355	12	383	307
3938	13	341	309
4154	14	361	308
4438	15	397	298
4554	16	378	123
4838	17	401	105
5188	18	364	379
5504	19	350	468
5638	20	349	446
5788	21	61	452
5971	22	118	451
6254	23	58	476
6571	24	40	644
6838	25	61	655
6988	26	45	824
7338	27	43	902
8120	28	404	863
8321	29	372	863
8872	30	365	854
9057	31	385	846
9174	32	395	866
9774	33	392	854
10892	34	379	977
10942	35	390	878
11775	36	360	228
Duration	12006
