RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
287	1	129	42
420	2	116	78
670	3	202	343
820	4	170	417
970	5	199	414
1137	6	115	406
1437	7	268	399
1637	8	95	397
2187	9	214	380
2353	10	312	381
2603	11	391	445
2870	12	485	338
3287	13	615	325
3503	14	804	325
3803	15	852	327
4287	16	808	298
4504	17	860	386
4787	18	834	254
4920	19	838	63
5220	20	899	59
5487	21	110	38
5686	22	175	60
5920	23	281	57
6187	24	126	93
6637	25	153	68
7070	26	294	75
7437	27	637	70
7570	28	569	69
7687	29	312	58
7920	30	240	76
8070	31	161	66
8420	32	109	59
8603	33	676	85
8887	34	889	67
9037	35	905	85
9387	36	811	334
9973	37	853	35
10123	38	898	54
10523	39	831	69
10923	40	813	385
11123	41	858	380
11356	42	838	391
11489	43	865	488
12373	44	865	441
12873	45	844	469
13207	46	840	327
13523	47	821	56
13740	48	806	74
14240	49	838	430
14423	50	861	447
14723	51	897	476
15240	52	867	477
15857	53	895	472
16424	54	417	465
16659	55	695	107
16909	56	151	100
17142	57		
17258	58	124	627
17392	59	741	584
Duration	17402
