RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
112	1	325	173
230	2	328	154
380	3	246	336
547	4	742	221
980	5	831	221
1131	6	766	215
1548	7	887	228
1731	8	903	146
1898	9	870	75
2331	10	841	81
2531	11	804	50
2898	12	876	86
3165	13	98	29
3365	14	87	69
3550	15	830	29
3633	16	806	29
3733	17	759	42
3884	18	50	18
4067	19	68	74
4651	20	98	60
4835	21	400	356
5069	22	89	105
5185	23	115	64
5585	24	429	358
5942	25	493	317
6243	26	501	484
6426	27	487	340
6710	28	481	289
6910	29	766	228
8112	32	248	394
8313	33	447	385
8513	34	495	333
8680	35	480	296
8846	36	459	276
9096	37	124	254
9213	38	81	259
9430	39	472	269
9730	40	903	258
10431	41	825	77
10631	42	755	56
10915	43	795	54
11081	44	858	69
11464	45	39	14
11581	46	101	61
12198	47	125	62
12498	48	67	73
12798	49	86	310
12914	50	100	286
13148	51	463	282
13414	52	84	250
13631	53	466	261
Duration	13740
