t	x	y
0	260	379
200	154	393
400	151	455
600	179	93
800	189	148
1000	185	170
1200	210	182
1400	173	107
1600	449	17
1800	103	82
2000	61	193
2200	46	152
2400	333	45
2600	278	93
2800	354	102
3000	318	142
3200	227	150
3400	277	64
3600	256	57
3800	110	70
4000	129	100
4200	125	123
4400	141	100
4600	70	108
4800	206	165
5000	500	163
5200	504	138
5600	404	168
5800	422	134
6000	387	153
6200	180	167
6400	192	121
6600	180	245
6800	191	347
7000	204	321
7200	191	499
7400	178	444
7600	206	816
7800	205	475
8000	192	506
8200	233	441
8400	208	465
8600	37	470
8800	58	430
9000	67	462
9200	170	456
9400	229	487
9600	190	450
9800	438	464
10000	428	476
10200	417	453
10400	429	475
10600	449	405
10800	434	439
11000	154	493
11200	194	459
11400	194	490
11600	421	431
11800	434	116
12000	317	102
12200	325	152
12400	337	88
12600	283	131
12800	298	101
13000	166	96
13200	203	101
13400	195	126
13600	188	191
13800	275	92
14000	261	121
14200	303	82
14400	268	67
14600	328	69
14800	351	55
15000	262	54
15200	311	24
15400	339	25
15600	194	436
15800	204	468
16000	224	863
16200	338	891
16400	408	868
16600	356	862
16800	322	604
17000	372	71
17200	268	152
17400	309	94
17600	338	100
17800	422	157
18000	377	186
18200	225	34
18400	266	50
18600	351	32
18800	377	516
19000	376	499
19200	421	160
19400	414	225
19600	416	157
19800	280	102
20000	420	114
20200	412	80
20400	474	292
20600	435	288
20800	398	452
21000	444	597
21200	467	611
21400	415	886
21600	467	858
21800	409	688
22000	477	241
22200	71	220
22400	59	189
22600	75	98
22800	54	176
23000	24	132
23200	21	169
23400	171	195
23600	83	46
23800	45	72
24000	382	213
24200	423	228
24400	409	281
24600	396	290
24800	417	273
25000	396	316
25200	400	215
25400	392	230
25600	403	295
25800	397	312
26000	401	293
26200	393	323
26400	429	231
26600	402	217
26800	428	297
27000	398	306
27200	25	293
27400	395	293
27600	50	281
27800	62	244
28000	34	261
28200	34	213
28400	337	223
28600	414	219
28800	115	206
29200	29	185
29400	38	158
29600	17	172
30000	43	148
30200	429	162
30400	366	174
30600	48	388
30800	29	639
31000	402	604
31400	360	618
31600	379	592
31800	404	567
32000	419	907
32200	401	691
32400	448	681
32600	446	659
32800	273	702
33000	372	531
33200	373	484
33400	366	503
33600	399	186
33800	399	189
34000	430	168
34200	416	95
34400	475	214
34600	388	237
34800	403	186
35000	424	379
35200	423	418
35400	405	437
35600	382	418
35800	391	344
36000	405	291
36200	409	276
36400	404	351
36600	12	302
36800	5	258
37000	387	347
37200	390	373
37400	339	314
