t	x	y
0	173	396
200	177	298
400	170	113
600	177	238
800	200	108
1000	65	130
1200	269	57
1400	280	37
1600	325	49
1800	395	146
2000	400	75
2200	375	75
2400	328	61
2600	163	51
2800	99	84
3000	72	113
3200	224	76
3400	385	89
3600	84	100
3800	398	134
4000	405	64
4200	402	134
4400	422	162
4600	403	176
4800	399	179
5000	82	172
5200	405	175
5400	433	39
5600	405	201
5800	98	149
6000	253	81
6200	296	69
6400	78	184
6600	365	97
6800	407	83
7000	199	177
7200	68	193
7400	63	151
7600	412	155
7800	91	139
8000	66	150
8200	409	154
8400	402	191
8600	404	210
8800	415	227
9000	412	182
9200	424	222
9400	213	213
9600	186	218
9800	259	62
10000	233	99
10200	200	99
10400	263	101
10600	266	43
10800	332	35
11000	270	17
11200	83	23
11400	133	41
11600	178	149
11800	437	162
12000	460	156
12200	247	67
12400	153	54
12600	315	37
12800	331	46
13000	420	153
13200	206	160
13400	315	115
13600	179	129
13800	449	131
14000	301	90
14200	283	50
14400	100	48
14600	137	56
14800	200	127
15000	411	124
15200	280	48
15400	347	40
15600	287	27
15800	266	51
16000	421	146
16200	224	88
16400	137	54
16600	79	47
16800	445	140
17000	473	122
17200	146	34
17400	78	28
17600	280	34
17800	321	40
18000	417	162
18200	393	173
18400	410	153
18600	392	113
18800	411	84
19000	403	112
19200	89	150
19400	68	167
19600	426	156
19800	411	193
20000	77	193
20200	414	204
20400	421	235
20600	206	249
20800	427	231
21000	68	241
21200	410	230
21400	394	262
21600	412	300
21800	417	324
22000	404	351
22200	396	422
22400	403	450
22600	398	577
22800	397	565
23000	392	734
23200	376	907
23400	367	851
23600	373	825
23800	394	504
24000	395	555
24200	388	556
24400	403	444
24600	391	338
24800	401	133
25000	405	70
25200	389	99
25400	83	163
25600	64	177
25800	420	204
26000	413	173
26200	409	148
26400	408	113
26600	93	179
26800	72	171
27000	169	170
27200	421	160
27400	410	192
27600	93	191
27800	367	183
28000	420	218
28200	397	272
28400	407	317
28600	408	440
28800	406	521
29000	410	488
29200	403	453
29400	401	565
29600	403	559
29800	402	712
30000	397	744
30200	386	860
30400	392	894
30600	447	955
30800	173	945
31000	447	961
31200	411	184
31400	84	216
31600	75	194
31800	430	185
32000	84	203
32200	448	194
32400	428	164
32600	431	184
32800	407	109
33000	79	145
