SS_A,SS_B,SS_C
0.3564356435643564,0.2871287128712871,0.36942675159235666
0.31683168316831684,0.25742574257425743,0.3503184713375796
0.36633663366336633,0.32673267326732675,0.3885350318471338
0.3564356435643564,0.3069306930693069,0.34394904458598724
0.32673267326732675,0.25742574257425743,0.36942675159235666
0.3564356435643564,0.3069306930693069,0.4012738853503185
0.32673267326732675,0.27722772277227725,0.35668789808917195
0.33663366336633666,0.27722772277227725,0.34394904458598724
0.33663366336633666,0.31683168316831684,0.3821656050955414
0.32673267326732675,0.25742574257425743,0.3184713375796178
0.3564356435643564,0.27722772277227725,0.3885350318471338
0.3564356435643564,0.31683168316831684,0.36942675159235666
0.33663366336633666,0.31683168316831684,0.35668789808917195
0.3564356435643564,0.297029702970297,0.3630573248407643
0.3069306930693069,0.3564356435643564,0.28662420382165604
0.297029702970297,0.33663366336633666,0.267515923566879
0.45544554455445546,0.39603960396039606,0.25742574257425743
0.4158415841584158,0.36633663366336633,0.24752475247524752
0.48514851485148514,0.3564356435643564,0.24752475247524752
0.44554455445544555,0.40594059405940597,0.25742574257425743
0.40594059405940597,0.37623762376237624,0.24752475247524752
0.46534653465346537,0.38613861386138615,0.26732673267326734
0.4158415841584158,0.42574257425742573,0.2376237623762376
0.43564356435643564,0.32673267326732675,0.25742574257425743
0.44554455445544555,0.39603960396039606,0.24752475247524752
0.43564356435643564,0.40594059405940597,0.22772277227722773
0.46534653465346537,0.38613861386138615,0.25742574257425743
0.45544554455445546,0.4158415841584158,0.26732673267326734
0.44554455445544555,0.24752475247524752,0.24752475247524752
0.46534653465346537,0.2079207920792079,0.22772277227722773
0.39603960396039606,0.27722772277227725,0.21782178217821782
0.37623762376237624,0.24752475247524752,0.18811881188118812
0.47619047619047616,0.19801980198019803,0.1782178217821782
0.44761904761904764,0.26732673267326734,0.1782178217821782
0.5142857142857142,0.22772277227722773,0.18811881188118812
0.4666666666666667,0.2079207920792079,0.1782178217821782
0.4095238095238095,0.2376237623762376,0.15841584158415842
0.5333333333333333,0.21782178217821782,0.18811881188118812
0.47619047619047616,0.2376237623762376,0.15841584158415842
0.4380952380952381,0.297029702970297,0.1782178217821782
0.4666666666666667,0.25742574257425743,0.15841584158415842
0.4095238095238095,0.25742574257425743,0.15841584158415842
0.5142857142857142,0.15841584158415842,0.1782178217821782
0.45714285714285713,0.1485148514851485,0.1782178217821782
0.5238095238095238,0.19801980198019803,0.1782178217821782
0.45714285714285713,0.16831683168316833,0.16831683168316833
0.37142857142857144,0.1485148514851485,0.15841584158415842
0.3619047619047619,0.1782178217821782,0.13861386138613863
0.15841584158415842,0.13861386138613863,0.16831683168316833
0.1485148514851485,0.15841584158415842,0.15841584158415842
0.16831683168316833,0.15841584158415842,0.1782178217821782
0.1485148514851485,0.16831683168316833,0.18811881188118812
0.13861386138613863,0.15841584158415842,0.16831683168316833
0.15841584158415842,0.18811881188118812,0.18811881188118812
0.1485148514851485,0.16831683168316833,0.15841584158415842
0.12871287128712872,0.16831683168316833,0.1782178217821782
0.1485148514851485,0.31683168316831684,0.15841584158415842
0.1485148514851485,0.26732673267326734,0.15841584158415842
0.1485148514851485,0.33663366336633666,0.1782178217821782
0.1782178217821782,0.2871287128712871,0.16831683168316833
0.1485148514851485,0.27722772277227725,0.1782178217821782
0.1485148514851485,0.33663366336633666,0.16831683168316833
0.13861386138613863,0.3069306930693069,0.13861386138613863
0.1188118811881188,0.297029702970297,0.12871287128712872
0.10891089108910891,0.31683168316831684,0.2376237623762376
0.09900990099009901,0.2871287128712871,0.2079207920792079
0.09900990099009901,0.3069306930693069,0.25742574257425743
0.10891089108910891,0.3069306930693069,0.22772277227722773
0.0891089108910891,0.32673267326732675,0.18811881188118812
0.10891089108910891,0.2871287128712871,0.24752475247524752
0.09900990099009901,0.32673267326732675,0.22772277227722773
0.09900990099009901,0.31683168316831684,0.21782178217821782
0.10891089108910891,0.37623762376237624,0.21782178217821782
0.10891089108910891,0.32673267326732675,0.21782178217821782
0.09900990099009901,0.3069306930693069,0.2376237623762376
0.10891089108910891,0.3465346534653465,0.26732673267326734
0.10891089108910891,0.3465346534653465,0.22772277227722773
0.10891089108910891,0.3465346534653465,0.22772277227722773
0.0891089108910891,0.33663366336633666,0.1782178217821782
0.07920792079207921,0.2871287128712871,0.15841584158415842
0.13861386138613863,0.36633663366336633,0.26732673267326734
0.1485148514851485,0.37623762376237624,0.26732673267326734
0.15841584158415842,0.33663366336633666,0.26732673267326734
0.13861386138613863,0.33663366336633666,0.27722772277227725
0.13861386138613863,0.26732673267326734,0.24752475247524752
0.15841584158415842,0.24752475247524752,0.297029702970297
0.1485148514851485,0.27722772277227725,0.24752475247524752
0.12871287128712872,0.24752475247524752,0.26732673267326734
0.13861386138613863,0.2376237623762376,0.24752475247524752
0.13861386138613863,0.2871287128712871,0.24752475247524752
0.1485148514851485,0.25742574257425743,0.2871287128712871
0.13861386138613863,0.24752475247524752,0.24752475247524752
0.1485148514851485,0.25742574257425743,0.27722772277227725
0.12871287128712872,0.24752475247524752,0.27722772277227725
0.12871287128712872,0.25742574257425743,0.22772277227722773
0.10891089108910891,0.26732673267326734,0.21782178217821782
0.24752475247524752,0.25742574257425743,0.12871287128712872
0.2376237623762376,0.24752475247524752,0.12871287128712872
0.25742574257425743,0.22772277227722773,0.13861386138613863
0.2376237623762376,0.1782178217821782,0.12871287128712872
0.2376237623762376,0.2376237623762376,0.1188118811881188
0.26732673267326734,0.19801980198019803,0.1485148514851485
0.25742574257425743,0.19801980198019803,0.1188118811881188
0.25742574257425743,0.2376237623762376,0.1188118811881188
0.24752475247524752,0.18811881188118812,0.12871287128712872
0.25742574257425743,0.18811881188118812,0.1188118811881188
0.24752475247524752,0.21782178217821782,0.12871287128712872
0.25742574257425743,0.19801980198019803,0.12871287128712872
0.26732673267326734,0.2079207920792079,0.12871287128712872
0.24752475247524752,0.21782178217821782,0.1188118811881188
0.21782178217821782,0.2079207920792079,0.09900990099009901
0.21782178217821782,0.2079207920792079,0.09900990099009901
0.27722772277227725,0.3465346534653465,0.1782178217821782
0.24752475247524752,0.297029702970297,0.16831683168316833
0.3069306930693069,0.36633663366336633,0.19801980198019803
0.25742574257425743,0.32673267326732675,0.16831683168316833
0.2376237623762376,0.31683168316831684,0.15841584158415842
0.3069306930693069,0.36633663366336633,0.2079207920792079
0.26732673267326734,0.31683168316831684,0.1782178217821782
0.24752475247524752,0.3465346534653465,0.1485148514851485
0.27722772277227725,0.32673267326732675,0.15841584158415842
0.24752475247524752,0.297029702970297,0.16831683168316833
0.27722772277227725,0.3564356435643564,0.16831683168316833
0.26732673267326734,0.3465346534653465,0.18811881188118812
0.297029702970297,0.36633663366336633,0.1782178217821782
0.25742574257425743,0.3465346534653465,0.15841584158415842
0.22772277227722773,0.39603960396039606,0.1485148514851485
0.19801980198019803,0.3465346534653465,0.12871287128712872
0.43859649122807015,0.42574257425742573,0.36633663366336633
0.40350877192982454,0.38613861386138615,0.3564356435643564
0.47368421052631576,0.3465346534653465,0.39603960396039606
0.43859649122807015,0.42574257425742573,0.38613861386138615
0.40350877192982454,0.36633663366336633,0.36633663366336633
0.45614035087719296,0.38613861386138615,0.4158415841584158
0.43859649122807015,0.39603960396039606,0.3564356435643564
0.4473684210526316,0.33663366336633666,0.33663366336633666
0.45614035087719296,0.38613861386138615,0.37623762376237624
0.38596491228070173,0.44554455445544555,0.32673267326732675
0.4473684210526316,0.43564356435643564,0.38613861386138615
0.45614035087719296,0.40594059405940597,0.40594059405940597
0.4649122807017544,0.1485148514851485,0.39603960396039606
0.45614035087719296,0.13861386138613863,0.36633663366336633
