DTW_A,DTW_B,DTW_C,LEV_A,LEV_B,LEV_C,SS_A,SS_B,SS_C
20926.02236500759,6858.967558584106,10060.38145778131,186,50,81,0.3448275862068966,0.1773049645390071,0.3333333333333333
10836.865541107147,24316.770908346713,8222.27614731619,84,250,69,0.296875,0.2898550724637681,0.43902439024390244
14188.946198501457,29723.69167133568,6754.572355443834,119,253,47,0.24719101123595505,0.7727272727272727,0.5806451612903226
7693.1211305212,32079.800734997032,7674.928674084491,50,253,60,0.35135135135135137,0.2988505747126437,0.42857142857142855
9716.847598786935,10184.691357777381,16912.650313837905,76,81,127,0.5,0.36,0.27
15494.914228795045,30788.319346306398,13594.956765570018,142,294,106,0.35526315789473684,0.20610687022900764,0.37681159420289856
16259.140284292402,25126.79444174821,32784.6519122255,112,216,330,0.30337078651685395,0.44,0.19424460431654678
26414.98306959341,30742.85366589216,22311.16684849634,158,230,165,0.47058823529411764,0.28888888888888886,0.34285714285714286
19021.423724749584,14180.910002129054,31436.8186713013,143,124,237,0.36764705882352944,0.2604166666666667,0.29347826086956524
19448.36760451885,18457.552058081204,11255.366627559686,134,146,83,0.3375,0.16463414634146342,0.15606936416184972
29122.79100970722,3158.0612253375016,15087.996460155871,174,23,113,0.2549019607843137,0.5,0.14835164835164835
18353.74700321273,10108.473520470827,41887.88141003184,112,111,308,0.375,0.19148936170212766,0.48148148148148145
20364.61360780819,16116.279485819661,6004.144013634037,154,124,56,0.2988505747126437,0.20300751879699247,0.4032258064516129
16816.357824541545,34651.343243690586,23319.259218354946,119,234,166,0.4375,0.3333333333333333,0.19852941176470587
9464.930137544323,23077.636434987053,31628.577827774516,65,165,246,0.5348837209302325,0.3880597014925373,0.27
16771.95109126666,20568.35565843246,13580.407998487965,140,207,96,0.27906976744186046,0.22131147540983606,0.36923076923076925
9984.981128182591,11584.980042466603,18758.978420491578,81,103,158,0.2708333333333333,0.4032258064516129,0.3116883116883117
17901.954320610388,16072.974931802451,12679.486124806815,139,148,100,0.29069767441860467,0.22033898305084745,0.6756756756756757
