DTW_A,DTW_B,DTW_C,LEV_A,LEV_B,LEV_C,SS_A,SS_B,SS_C
25789.871859644143,6012.882148150618,12681.968017297033,124,30,86,0.2222222222222222,0.3333333333333333,0.6666666666666666
16577.187554941887,6994.129109919317,13382.683523296435,118,36,80,0.2777777777777778,0.3541666666666667,0.56
17380.379613652964,6494.497299558643,13713.927873644634,122,37,84,0.2916666666666667,0.3125,0.5454545454545454
17155.89140032594,7174.1008718036555,11853.70297480643,118,36,82,0.2638888888888889,0.3333333333333333,0.6521739130434783
23225.068049236208,5668.852545021628,13861.48842002395,123,31,82,0.25,0.3333333333333333,0.5454545454545454
21706.476863973785,5653.436928976624,11940.529976639356,127,30,86,0.25,0.2916666666666667,0.6666666666666666
19693.36504603365,8089.970819948283,12960.851210572415,118,40,83,0.3055555555555556,0.375,0.52
18317.35742515573,5906.528106502435,13267.612839566358,119,40,80,0.2916666666666667,0.375,0.4444444444444444
18795.090115232037,5216.184567707859,13331.472654435083,120,31,84,0.2638888888888889,0.2708333333333333,0.5238095238095238
20911.27319488127,5293.279433593601,13738.957865403696,124,35,84,0.2361111111111111,0.2708333333333333,0.5238095238095238
21226.42526796978,6738.837079328425,12074.380261584954,118,44,78,0.3194444444444444,0.3125,0.5185185185185185
21421.34458955985,4946.3675349888435,13849.115455032123,127,30,87,0.2222222222222222,0.2708333333333333,0.6111111111111112
26077.660312621527,7542.77641000977,12223.341997640187,121,35,81,0.25,0.22916666666666666,0.4583333333333333
19399.002112570768,5315.042422675351,12256.032453707576,120,36,84,0.25,0.375,0.5238095238095238
23346.168771723736,4356.307835887274,14187.570483088026,129,29,87,0.20833333333333334,0.2708333333333333,0.6875
23377.656424211928,9878.078299856958,11490.340346149838,117,65,82,0.2916666666666667,0.29411764705882354,0.48
16855.4667257178,9351.735383338326,5105.426004226826,85,58,38,0.25,0.35294117647058826,0.5652173913043478
14122.073417059088,8114.258166129473,7842.288301022969,82,58,39,0.3,0.35294117647058826,0.56
12069.531368294574,9979.665296936992,9307.266097219132,83,59,39,0.2833333333333333,0.3333333333333333,0.5652173913043478
13075.350927889376,9868.413298581356,9540.709555336907,85,64,39,0.25,0.3333333333333333,0.6086956521739131
12370.82147093775,9597.11838767717,5440.419837177622,84,62,36,0.26666666666666666,0.3137254901960784,0.6956521739130435
12933.176399731066,11010.37389973358,5341.312677306749,86,60,32,0.21666666666666667,0.37254901960784315,0.5217391304347826
13537.130632608481,8286.307192968316,8032.731896695827,83,59,38,0.26666666666666666,0.39215686274509803,0.6
12932.662164919982,7774.5165409183255,9476.066770345518,81,57,43,0.3,0.29411764705882354,0.5555555555555556
12180.49709136447,7872.919620931437,6972.766246155973,79,61,35,0.21666666666666667,0.29411764705882354,0.5652173913043478
