x	y	t	id	label	task_id
681	409	0	7	M	0
604	230	200	7	M	0
488	216	400	7	M	0
124	84	600	4	T	1
89	72	800	4	T	1
224	74	1000	4	T	1
311	74	1200	4	T	1
443	75	1400	4	T	0
546	73	1600	4	T	0
677	54	1800	4	T	0
111	110	2000	0	Z	0
394	201	2200	5	L	0
566	208	2400	5	L	0
520	213	2600	7	M	0
382	213	2800	7	M	0
415	215	3000	7	M	0
448	221	3200	7	M	0
364	364	3400	7	M	0
609	262	3600	7	M	0
566	245	3800	7	M	2
619	269	4000	7	M	0
773	237	4200	7	M	0
492	217	4400	7	M	0
542	217	4600	7	M	0
607	214	4800	7	M	2
870	281	5000	7	M	0
788	272	5200	7	M	0
604	275	5400	7	M	0
577	253	5600	7	M	0
625	600	5800	6	A	2
754	608	6000	6	A	0
867	591	6200	6	A	2
859	608	6400	6	A	0
858	491	6600	7	M	0
869	439	6800	7	M	0
727	443	7000	7	M	0
373	424	7200	7	M	0
57	428	7400	6	A	0
88	606	7600	6	A	0
78	589	7800	6	A	0
42	394	8000	6	A	0
837	428	8200	7	M	0
874	436	8400	7	M	0
872	439	8600	7	M	0
874	593	8800	6	A	2
871	446	9000	7	M	0
765	436	9200	7	M	0
444	428	9400	7	M	0
84	429	9600	7	M	0
238	145	9800	7	M	0
204	94	10000	4	T	0
60	87	10200	4	T	1
168	50	10400	4	T	0
433	73	10600	4	T	0
655	111	10800	0	Z	0
753	124	11000	0	Z	0
542	129	11200	0	Z	0
644	121	11400	0	Z	0
703	121	11600	0	Z	0
755	124	11800	0	Z	0
811	119	12000	0	Z	0
849	118	12200	0	Z	0
493	127	12400	0	Z	0
166	108	12600	4	T	0
45	96	12800	4	T	0
132	689	13000	0	Z	0
350	180	13200	5	L	1
308	139	13400	0	Z	0
390	123	13600	0	Z	0
599	114	13800	0	Z	0
543	119	14000	0	Z	0
609	104	14200	0	Z	0
884	457	14400	7	M	0
562	116	14600	0	Z	0
