x	y	t	id	label	task_id
325	106	0	4	T	0
497	168	200	5	L	2
730	278	400	7	M	0
715	573	600	6	A	0
595	605	800	6	A	0
576	592	1000	6	A	2
486	185	1200	5	L	2
398	170	1400	5	L	1
52	176	1600	6	A	0
230	61	1800	4	T	0
183	35	2000	4	T	0
145	635	2200	0	Z	0
128	598	2400	6	A	0
626	594	2600	6	A	2
755	574	2800	6	A	0
503	583	3000	6	A	1
536	228	3200	7	M	0
526	172	3400	5	L	2
397	167	3600	5	L	1
554	159	3800	5	L	0
590	173	4000	5	L	2
393	174	4200	5	L	1
504	304	4400	7	M	0
589	260	4600	7	M	0
819	259	4800	7	M	0
801	232	5000	7	M	2
916	289	5200	7	M	0
900	302	5400	7	M	0
786	242	5600	7	M	0
543	199	5800	5	L	0
512	170	6000	5	L	2
580	175	6200	5	L	2
565	563	6400	6	A	0
479	607	6600	6	A	0
533	340	6800	7	M	0
489	333	7000	7	M	0
474	447	7200	7	M	0
39	328	7400	6	A	1
504	327	7600	7	M	0
477	322	7800	7	M	0
61	286	8000	6	A	0
472	323	8200	7	M	0
38	314	8400	6	A	1
507	281	8600	7	M	0
481	304	8800	7	M	0
491	331	9000	7	M	0
465	322	9200	7	M	0
44	330	9400	6	A	1
510	317	9600	7	M	0
473	326	9800	7	M	0
23	322	10000	6	A	0
448	310	10200	7	M	0
468	325	10400	7	M	0
459	569	10600	6	A	0
429	296	10800	7	M	0
450	163	11000	5	L	0
468	300	11200	7	M	0
472	317	11400	7	M	0
17	345	11600	6	A	0
442	326	11800	7	M	0
471	325	12000	7	M	0
425	301	12200	7	M	0
478	323	12400	7	M	0
18	341	12600	6	A	0
519	320	12800	7	M	0
484	319	13000	7	M	0
44	323	13200	6	A	1
501	318	13400	7	M	1
476	323	13600	7	M	0
34	323	13800	6	A	1
476	319	14000	7	M	0
106	324	14200	7	M	0
17	327	14400	6	A	0
429	166	14600	5	L	2
452	321	14800	7	M	0
473	314	15000	7	M	0
624	616	15200	6	A	0
901	304	15400	7	M	0
544	188	15600	5	L	2
