x	y	t	id	label	task_id
211	174	0	7	M	0
90	251	200	7	M	0
113	569	400	6	A	0
518	570	600	6	A	0
479	354	800	7	M	0
396	235	1000	7	M	0
428	246	1200	7	M	0
546	242	1400	7	M	2
589	240	1600	7	M	0
550	241	1800	7	M	2
398	227	2000	7	M	0
476	354	2200	7	M	0
534	254	2400	7	M	0
560	235	2600	7	M	2
535	233	2800	7	M	0
603	240	3000	7	M	0
481	361	3200	7	M	0
482	359	3400	7	M	0
497	605	3600	6	A	0
494	574	3800	6	A	0
480	352	4000	7	M	0
138	335	4200	7	M	0
823	361	4400	7	M	0
860	353	4600	7	M	0
415	162	4800	5	L	0
149	128	5000	0	Z	0
354	114	5200	0	Z	0
627	108	5400	0	Z	0
142	205	5600	7	M	0
114	366	5800	7	M	0
489	564	6000	6	A	0
462	329	6200	7	M	0
473	354	6400	7	M	0
296	344	6600	7	M	0
89	351	6800	7	M	0
496	348	7000	7	M	0
478	358	7200	7	M	0
480	303	7400	7	M	0
96	310	7600	7	M	0
472	344	7800	7	M	0
479	332	8000	7	M	0
479	341	8200	7	M	0
495	520	8400	7	M	0
483	599	8600	6	A	1
476	279	8800	7	M	0
472	351	9000	7	M	0
481	241	9200	7	M	0
438	239	9400	7	M	0
847	371	9600	7	M	0
880	342	9800	7	M	0
86	633	10000	0	Z	0
165	125	10200	0	Z	0
497	139	10400	0	Z	0
631	160	10600	5	L	0
684	148	10800	7	M	0
564	162	11000	5	L	0
417	232	11200	7	M	0
517	255	11400	7	M	0
