x	y	t	id	label	task_id
490	153	0	5	L	0
511	214	200	7	M	0
388	218	400	7	M	0
426	197	600	5	L	0
702	234	800	7	M	2
776	234	1000	7	M	0
721	589	1200	6	A	2
760	601	1400	6	A	2
636	596	1600	6	A	2
603	413	1800	7	M	0
496	575	2000	6	A	0
509	339	2200	7	M	0
489	336	2400	7	M	0
365	316	2600	7	M	0
339	324	2800	7	M	0
55	323	3000	6	A	1
94	340	3200	7	M	0
167	642	3400	0	Z	0
88	583	3600	6	A	0
93	148	3800	7	M	0
389	600	4000	6	A	0
674	624	4200	0	Z	0
535	649	4400	0	Z	0
352	661	4600	0	Z	0
338	125	4800	0	Z	0
574	106	5000	0	Z	0
718	97	5200	4	T	0
159	100	5400	4	T	0
103	98	5600	4	T	0
166	111	5800	0	Z	0
232	117	6000	0	Z	0
332	118	6200	0	Z	0
443	114	6400	0	Z	0
565	115	6600	0	Z	0
588	105	6800	0	Z	0
671	99	7000	4	T	0
694	105	7200	0	Z	0
800	96	7400	4	T	0
788	93	7600	4	T	0
830	99	7800	4	T	0
914	97	8000	4	T	0
871	102	8200	0	Z	0
932	298	8400	7	M	0
828	90	8600	4	T	0
891	107	8800	0	Z	0
649	26	9000	4	T	0
582	96	9200	4	T	0
746	69	9400	4	T	0
792	102	9600	0	Z	0
555	109	9800	0	Z	0
608	104	10000	0	Z	0
482	346	10200	7	M	0
511	565	10400	6	A	0
483	328	10600	7	M	0
385	316	10800	7	M	0
71	326	11000	6	A	0
46	326	11200	6	A	1
89	342	11400	7	M	0
444	349	11600	7	M	0
472	345	11800	7	M	0
500	340	12000	7	M	0
512	327	12200	7	M	0
72	294	12400	6	A	0
529	319	12600	7	M	0
502	338	12800	7	M	0
508	305	13000	7	M	0
504	350	13200	7	M	0
496	576	13400	6	A	0
502	600	13600	6	A	1
431	168	13800	5	L	1
105	250	14000	7	M	0
79	306	14200	7	M	0
328	109	14400	0	Z	0
522	102	14600	4	T	0
600	103	14800	4	T	0
581	103	15000	4	T	0
675	113	15200	0	Z	0
721	116	15400	0	Z	0
691	101	15600	4	T	0
647	93	15800	4	T	0
442	343	16000	7	M	0
427	195	16200	5	L	2
239	559	16400	0	Z	0
250	211	16600	7	M	0
48	241	16800	6	A	0
542	312	17000	7	M	0
763	116	17200	0	Z	0
712	124	17400	0	Z	0
