x	y	t	id	label	task_id
149	224	0	7	M	0
95	247	200	7	M	0
87	265	400	7	M	0
283	216	600	7	M	1
128	44	1000	4	T	0
53	26	1200	4	T	0
101	25	1400	4	T	0
144	27	1600	4	T	0
309	217	1800	7	M	1
332	243	2000	7	M	1
75	92	2200	0	Z	3
146	39	2400	4	T	0
209	37	2600	4	T	3
367	32	2800	4	T	3
302	563	3000	7	M	0
343	359	3200	7	M	0
313	281	3400	7	M	0
328	307	3600	7	M	0
430	417	3800	7	M	0
304	193	4000	7	M	1
333	232	4200	7	M	3
347	245	4400	7	M	1
328	923	4600	6	A	0
325	937	4800	0	Z	0
478	450	5000	7	M	0
315	228	5200	7	M	1
156	297	5400	7	M	0
427	468	5600	7	M	0
331	252	5800	7	M	1
322	229	6000	7	M	0
339	254	6200	7	M	1
349	247	6400	7	M	1
