x	y	t	id	label	task_id
346	426	0	7	M	0
118	398	200	6	A	0
80	372	400	6	A	0
414	340	600	7	M	0
754	208	800	7	M	0
846	186	1000	7	M	0
904	181	1200	7	M	0
848	226	1400	7	M	0
779	232	1600	7	M	0
536	149	1800	6	A	0
505	116	2000	5	L	0
503	87	2200	5	L	0
618	81	2400	5	L	2
477	241	2600	7	M	0
785	215	2800	7	M	0
523	115	3000	5	L	0
588	114	3200	5	L	0
493	82	3400	5	L	0
553	77	3600	5	L	1
752	216	3800	7	M	0
737	188	4000	7	M	0
752	221	4200	7	M	0
481	223	4400	7	M	2
753	210	4600	7	M	0
72	200	4800	6	A	2
50	170	5000	6	A	2
86	220	5200	6	A	2
147	224	5400	6	A	2
123	213	5600	6	A	2
198	104	5800	4	T	0
306	92	6000	4	T	0
275	101	6200	4	T	0
345	69	6400	4	T	0
831	165	6600	7	M	0
895	180	6800	7	M	0
843	225	7000	7	M	0
809	222	7200	7	M	0
791	263	7400	7	M	0
477	268	7600	7	M	0
512	203	7800	7	M	0
556	169	8000	7	M	0
798	194	8200	7	M	0
838	169	8400	7	M	0
782	267	8600	7	M	0
922	280	8800	7	M	0
889	288	9000	7	M	0
901	331	9200	7	M	0
898	239	9400	7	M	0
871	172	9600	7	M	0
817	149	9800	6	A	0
810	180	10000	7	M	0
917	446	10200	7	M	0
897	548	10400	7	M	0
864	212	10600	7	M	0
862	171	10800	7	M	0
836	176	11000	7	M	0
866	184	11200	7	M	0
867	252	11400	7	M	0
796	274	11600	7	M	0
755	269	11800	7	M	0
723	236	12000	7	M	0
519	224	12200	7	M	0
360	213	12400	7	M	0
524	170	12600	7	M	0
538	184	12800	7	M	0
501	172	13000	7	M	0
207	122	13200	0	Z	0
265	129	13400	0	Z	0
105	135	13600	6	A	0
738	313	13800	7	M	0
378	660	14000	7	M	0
224	850	14200	7	M	0
206	926	14400	7	M	0
927	854	14600	7	M	0
890	913	14800	7	M	0
897	538	15000	7	M	0
898	573	15200	7	M	0
903	386	15400	7	M	0
896	352	15600	7	M	0
434	351	15800	7	M	0
840	372	16000	7	M	0
909	333	16200	7	M	0
905	522	16400	7	M	0
914	470	16600	7	M	0
911	438	16800	7	M	0
607	437	17000	7	M	0
410	418	17200	7	M	0
877	423	17400	7	M	0
918	441	17600	7	M	0
945	590	17800	7	M	0
920	540	18000	7	M	0
920	512	18200	7	M	0
924	482	18400	7	M	0
920	689	18600	7	M	0
916	704	18800	7	M	0
917	637	19000	7	M	0
914	500	19200	7	M	0
907	677	19400	7	M	0
912	729	19600	7	M	0
914	778	19800	7	M	0
900	863	20000	7	M	0
918	860	20200	7	M	0
915	396	20400	7	M	0
921	477	20600	7	M	0
926	520	20800	7	M	0
922	475	21000	7	M	0
923	436	21200	7	M	0
918	430	21400	7	M	0
915	869	21600	7	M	0
927	907	21800	7	M	0
909	878	22000	7	M	0
922	388	22200	7	M	0
917	441	22400	7	M	0
908	442	22600	7	M	0
629	429	22800	7	M	0
426	417	23000	7	M	0
882	443	23200	7	M	0
905	452	23400	7	M	0
902	433	23600	7	M	0
650	434	23800	7	M	0
658	436	24000	7	M	0
484	432	24200	7	M	0
366	433	24400	7	M	0
868	443	24600	7	M	0
908	443	24800	7	M	0
824	444	25000	7	M	0
826	430	25200	7	M	0
648	423	25400	7	M	0
495	442	25600	7	M	0
352	438	25800	7	M	0
290	422	26000	7	M	0
81	412	26200	6	A	0
96	431	26400	6	A	0
162	390	26600	6	A	0
188	439	26800	6	A	0
151	452	27000	6	A	0
105	440	27200	6	A	0
149	437	27400	6	A	0
190	440	27600	6	A	0
151	423	27800	6	A	0
158	285	28000	6	A	0
160	149	28200	6	A	0
219	95	28400	4	T	0
180	77	28600	4	T	1
114	73	28800	4	T	1
189	78	29000	4	T	1
247	84	29200	4	T	0
129	74	29400	4	T	1
237	84	29600	4	T	0
265	73	29800	4	T	0
311	79	30000	4	T	0
340	81	30200	4	T	0
375	82	30400	4	T	0
590	81	30600	5	L	2
567	66	30800	5	L	1
547	90	31000	5	L	0
630	119	31200	5	L	0
