x	y	t	id	label	task_id
257	86	0	4	T	1
191	80	200	4	T	1
381	78	400	4	T	0
413	49	600	4	T	0
290	64	800	4	T	0
303	61	1000	4	T	0
338	52	1200	4	T	0
398	57	1400	4	T	0
490	53	1600	4	T	0
165	59	1800	4	T	0
129	31	2000	4	T	0
133	47	2200	4	T	0
155	48	2400	4	T	0
203	49	2600	4	T	0
272	55	2800	4	T	0
336	56	3000	4	T	0
469	50	3200	4	T	0
553	55	3400	4	T	0
612	57	3600	4	T	0
694	51	3800	4	T	0
144	149	4000	7	M	0
132	107	4200	4	T	0
375	174	4400	5	L	1
174	103	4600	4	T	0
237	103	4800	4	T	0
328	86	5000	4	T	1
372	109	5200	0	Z	0
453	100	5400	4	T	0
375	101	5600	4	T	0
346	100	5800	4	T	0
384	98	6000	4	T	0
457	98	6200	4	T	0
658	93	6400	4	T	0
615	101	6600	4	T	0
729	88	6800	4	T	0
800	87	7000	4	T	0
741	89	7200	4	T	0
813	91	7400	4	T	0
439	191	7600	5	L	1
390	201	7800	5	L	0
386	195	8000	5	L	1
490	194	8200	5	L	2
544	200	8400	5	L	0
500	427	8600	7	M	0
548	202	8800	5	L	0
546	193	9000	5	L	2
587	201	9200	5	L	0
565	202	9400	5	L	0
779	251	9600	7	M	0
869	315	9800	7	M	0
873	293	10000	7	M	0
806	420	10200	7	M	0
750	234	10400	7	M	0
74	255	10600	7	M	0
81	231	10800	7	M	0
833	250	11000	7	M	0
778	246	11200	7	M	0
771	226	11400	7	M	0
859	273	11600	7	M	0
880	297	11800	7	M	0
727	200	12000	7	M	0
709	213	12200	7	M	0
629	248	12400	7	M	0
619	258	12600	7	M	0
571	168	12800	5	L	2
624	63	13000	4	T	0
574	614	13200	6	A	0
428	666	13400	0	Z	0
678	319	13600	7	M	0
747	580	13800	6	A	2
635	309	14000	7	M	0
590	217	14200	7	M	2
573	169	14400	5	L	2
553	219	14600	7	M	0
35	258	14800	6	A	1
68	268	15000	6	A	0
76	244	15200	7	M	0
216	279	15400	7	M	0
577	256	15600	7	M	0
572	612	15800	6	A	0
517	602	16000	6	A	2
496	595	16200	6	A	1
534	280	16400	7	M	0
525	309	16600	7	M	0
552	284	16800	7	M	0
608	581	17000	6	A	2
639	558	17200	7	M	0
640	252	17400	7	M	2
612	235	17600	7	M	0
631	259	17800	7	M	0
635	459	18000	7	M	0
617	203	18200	5	L	2
599	219	18400	7	M	2
571	612	18600	6	A	0
517	595	18800	6	A	1
496	600	19000	6	A	1
583	239	19200	7	M	0
804	200	19400	7	M	0
724	205	19600	7	M	0
708	227	19800	7	M	2
837	288	20000	7	M	0
687	264	20200	7	M	2
877	280	20400	7	M	0
84	298	20600	7	M	0
762	256	20800	7	M	0
830	270	21000	7	M	0
794	264	21200	7	M	0
527	282	21400	7	M	0
492	317	21600	7	M	1
495	587	21800	6	A	1
467	595	22000	6	A	1
623	583	22200	6	A	2
604	590	22400	6	A	2
500	588	22600	6	A	1
508	290	22800	7	M	0
529	269	23000	7	M	0
521	286	23200	7	M	0
880	286	23400	7	M	0
850	283	23600	7	M	0
814	273	23800	7	M	0
829	628	24000	0	Z	0
837	572	24200	6	A	0
865	572	24400	6	A	0
787	570	24600	6	A	0
826	294	24800	7	M	0
809	262	25000	7	M	0
768	609	25200	6	A	0
743	588	25400	6	A	2
845	573	25600	6	A	0
797	521	25800	7	M	0
807	278	26000	7	M	0
490	204	26200	5	L	0
400	186	26400	5	L	1
543	70	26600	4	T	0
600	218	26800	7	M	2
590	610	27000	6	A	0
619	580	27200	6	A	2
625	233	27400	7	M	2
567	203	27600	5	L	0
527	193	27800	5	L	2
365	201	28000	5	L	0
785	246	28200	7	M	0
858	258	28400	7	M	2
768	244	28600	7	M	0
854	287	28800	7	M	0
802	279	29000	7	M	0
830	560	29200	0	Z	0
538	629	29400	0	Z	0
302	111	29600	0	Z	0
39	316	29800	6	A	1
70	328	30000	6	A	0
69	411	30200	6	A	0
159	668	30400	0	Z	0
324	94	30600	4	T	0
