x	y	t	id	label	task_id
275	162	0	7	M	0
607	329	200	7	M	0
608	211	400	7	M	2
427	209	600	7	M	0
273	598	800	6	A	0
687	581	1000	6	A	2
781	324	1200	7	M	0
887	295	1400	7	M	0
111	223	1600	7	M	0
68	219	1800	6	A	0
90	301	2000	7	M	0
478	260	2200	7	M	0
524	277	2400	7	M	0
535	181	2600	5	L	2
393	184	2800	5	L	1
545	179	3000	5	L	2
570	247	3200	7	M	2
613	285	3400	7	M	0
633	281	3600	7	M	0
531	205	3800	5	L	0
526	186	4000	5	L	2
394	195	4200	5	L	1
509	274	4400	7	M	0
768	241	4600	7	M	0
796	228	4800	7	M	2
820	223	5000	7	M	2
817	244	5200	7	M	0
864	290	5400	7	M	0
844	277	5600	7	M	0
867	307	5800	7	M	0
858	451	6000	7	M	0
628	265	6200	7	M	0
331	266	6400	7	M	0
65	245	6600	6	A	0
538	284	6800	7	M	0
547	458	7000	7	M	0
540	628	7200	0	Z	0
521	607	7400	6	A	0
589	608	7600	6	A	0
610	600	7800	6	A	2
531	308	8000	7	M	0
542	292	8200	7	M	0
516	597	8400	6	A	1
582	563	8600	6	A	0
553	300	8800	7	M	0
823	297	9000	7	M	0
842	288	9200	7	M	0
839	629	9400	0	Z	0
871	600	9600	6	A	2
768	598	9800	6	A	2
839	286	10000	7	M	0
871	424	10200	7	M	0
838	267	10400	7	M	0
853	287	10600	7	M	0
671	286	10800	7	M	0
567	270	11000	7	M	0
632	100	11200	4	T	0
496	96	11400	4	T	0
127	101	11600	4	T	0
216	94	11800	4	T	0
326	94	12000	4	T	0
180	60	12200	4	T	0
492	65	12400	4	T	0
637	62	12600	4	T	0
792	280	12800	7	M	0
856	286	13000	7	M	0
872	570	13200	6	A	0
713	216	13400	7	M	0
591	211	13600	7	M	2
645	253	13800	7	M	2
648	269	14000	7	M	2
117	254	14200	7	M	0
104	281	14400	7	M	0
403	312	14600	7	M	0
193	654	14800	0	Z	0
169	679	15000	0	Z	0
