x	y	t	id	label	task_id
295	191	0	7	M	0
202	399	200	7	M	0
221	416	400	7	M	0
615	403	600	7	M	0
585	217	800	7	M	2
878	333	1000	7	M	0
903	312	1200	7	M	0
798	234	1400	7	M	2
616	599	1600	6	A	2
489	575	1800	6	A	0
146	567	2000	6	A	0
114	393	2200	7	M	0
75	410	2400	7	M	0
155	364	2600	7	M	0
86	325	2800	7	M	0
83	271	3000	7	M	0
508	252	3200	7	M	0
600	253	3400	7	M	0
554	255	3600	7	M	2
538	264	3800	7	M	2
168	284	4000	7	M	0
91	273	4200	7	M	0
590	254	4400	7	M	0
618	225	4600	7	M	2
636	584	4800	6	A	2
539	199	5000	5	L	0
425	194	5200	5	L	1
398	183	5400	5	L	1
445	183	5600	5	L	1
596	202	5800	5	L	2
587	190	6000	5	L	2
559	181	6200	5	L	2
630	178	6400	5	L	2
644	249	6600	7	M	2
623	251	6800	7	M	0
634	556	7000	7	M	0
594	263	7200	7	M	0
623	253	7400	7	M	0
636	570	7600	6	A	0
751	562	7800	6	A	0
778	189	8000	7	M	2
846	253	8200	7	M	2
824	291	8400	7	M	0
882	591	8600	6	A	2
867	332	8800	7	M	0
873	386	9000	7	M	0
852	411	9200	7	M	0
678	277	9400	7	M	0
635	554	9600	7	M	0
627	590	9800	6	A	2
758	600	10000	6	A	2
647	591	10200	6	A	2
