x	y	t	id	label	task_id
405	223	0	7	M	0
473	287	200	7	M	0
453	339	400	7	M	0
489	596	600	6	A	1
622	583	800	6	A	2
692	370	1000	7	M	0
671	568	1200	6	A	0
631	603	1400	6	A	2
639	376	1600	7	M	0
601	295	1800	7	M	0
168	276	2000	7	M	0
74	309	2200	7	M	0
384	309	2400	7	M	0
646	293	2600	7	M	0
617	299	2800	7	M	0
581	590	3000	6	A	2
524	614	3200	6	A	0
504	614	3400	6	A	0
636	607	3600	6	A	0
513	602	3800	6	A	2
551	319	4000	7	M	0
548	563	4200	6	A	0
520	608	4400	6	A	0
511	620	4600	0	Z	0
642	530	4800	7	M	0
662	294	5000	7	M	0
681	294	5200	7	M	0
650	301	5400	7	M	0
101	284	5600	7	M	0
76	298	5800	7	M	0
400	277	6000	7	M	0
59	289	6200	6	A	0
78	300	6400	7	M	0
483	245	6600	7	M	0
552	236	6800	7	M	2
596	227	7000	7	M	0
559	222	7200	7	M	0
399	215	7400	7	M	0
449	226	7600	7	M	0
567	229	7800	7	M	2
622	229	8000	7	M	2
646	228	8200	7	M	0
859	270	8400	7	M	2
831	257	8600	7	M	0
557	217	8800	7	M	0
600	229	9000	7	M	0
635	225	9200	7	M	2
571	231	9400	7	M	2
425	228	9600	7	M	0
462	233	9800	7	M	0
734	272	10000	7	M	0
775	299	10200	7	M	0
791	567	10400	6	A	0
771	597	10600	6	A	2
771	459	10800	7	M	0
787	279	11000	7	M	0
865	326	11200	7	M	0
888	292	11400	7	M	0
848	308	11600	7	M	0
807	543	11800	7	M	0
682	645	12000	0	Z	0
554	610	12200	6	A	0
489	608	12400	6	A	0
624	611	12600	6	A	0
491	599	12800	6	A	1
567	605	13000	6	A	0
839	616	13200	6	A	0
715	479	13400	7	M	0
715	362	13600	7	M	0
754	331	13800	7	M	0
877	354	14000	7	M	0
852	347	14200	7	M	0
842	432	14400	7	M	0
854	626	14600	0	Z	0
882	620	14800	0	Z	0
765	616	15000	6	A	0
630	618	15200	0	Z	0
649	612	15400	6	A	0
792	656	15600	0	Z	0
765	626	15800	0	Z	0
