x	y	t	id	label	task_id
446	334	0	7	M	0
378	158	200	7	M	0
156	28	400	4	T	0
163	407	600	7	M	0
171	437	800	7	M	0
115	48	1000	4	T	0
262	33	1200	4	T	0
858	97	1400	6	A	0
873	238	1600	7	M	0
774	266	1800	7	M	0
790	186	2000	7	M	0
800	421	2200	7	M	0
790	398	2400	7	M	0
785	271	2600	7	M	0
170	194	2800	7	M	0
60	121	3000	6	A	0
94	127	3200	7	M	0
970	125	3400	6	A	0
915	140	3600	7	M	0
847	76	3800	6	A	0
772	66	4000	6	A	0
832	541	4200	0	Z	0
234	539	4400	0	Z	0
121	493	4600	6	A	0
93	531	4800	0	Z	0
94	78	5000	6	A	1
90	60	5200	0	Z	0
131	71	5400	6	A	1
149	70	5600	6	A	1
191	71	5800	6	A	1
92	83	6000	6	A	1
76	136	6200	0	Z	0
113	340	6400	7	M	0
143	326	6600	7	M	0
77	343	6800	7	M	0
142	378	7000	7	M	0
766	202	7200	7	M	0
700	200	7400	7	M	2
699	211	7600	7	M	2
314	373	7800	7	M	0
168	396	8000	7	M	0
204	404	8200	7	M	0
108	400	8400	7	M	0
91	399	8600	7	M	0
133	90	8800	6	A	0
841	50	9000	0	Z	0
793	73	9200	6	A	0
766	77	9400	6	A	0
761	71	9600	6	A	0
803	80	9800	6	A	0
848	76	10000	6	A	0
858	83	10200	6	A	0
892	84	10400	6	A	0
873	100	10600	6	A	0
903	99	10800	6	A	0
872	267	11000	7	M	0
912	202	11200	7	M	0
886	450	11400	7	M	0
894	425	11600	7	M	0
619	163	11800	7	M	0
314	479	12000	6	A	0
121	533	12200	0	Z	0
69	439	12400	0	Z	0
98	74	12600	6	A	1
127	74	12800	6	A	1
164	79	13000	6	A	1
134	85	13200	6	A	1
158	82	13400	6	A	1
193	82	13600	6	A	1
88	98	13800	6	A	0
192	71	14000	6	A	1
169	74	14200	6	A	1
155	77	14400	6	A	1
195	80	14600	6	A	2
806	243	14800	7	M	0
780	234	15000	7	M	0
237	82	15200	0	Z	0
179	65	15400	0	Z	1
83	115	15600	7	M	0
90	94	15800	6	A	0
85	102	16000	6	A	0
174	394	16200	7	M	0
96	387	16400	7	M	0
99	391	16600	7	M	0
93	410	16800	7	M	0
147	82	17000	6	A	1
204	80	17200	6	A	0
336	390	17400	7	M	0
564	314	17600	7	M	0
524	292	17800	7	M	0
694	203	18000	7	M	0
687	211	18200	7	M	2
773	217	18400	7	M	2
916	189	18600	7	M	0
900	224	18800	7	M	0
763	215	19000	7	M	0
769	235	19200	7	M	0
825	73	19400	6	A	0
851	100	19600	6	A	0
775	88	19800	6	A	0
795	100	20000	6	A	0
847	78	20200	6	A	0
890	69	20400	6	A	0
857	91	20600	6	A	0
888	101	20800	6	A	0
778	262	21000	7	M	0
776	265	21200	7	M	0
782	226	21400	7	M	2
838	482	21600	6	A	0
794	260	21800	7	M	0
777	263	22000	7	M	0
755	245	22200	7	M	0
655	223	22400	7	M	0
227	218	22600	7	M	0
54	187	22800	6	A	0
738	204	23000	7	M	0
648	389	23200	7	M	0
660	476	23400	6	A	0
660	498	23600	6	A	3
395	519	23800	6	A	0
395	530	24000	0	Z	0
165	528	24200	6	A	0
502	513	24400	6	A	1
460	515	24600	6	A	1
518	516	24800	6	A	0
464	498	25000	6	A	1
511	503	25200	6	A	0
500	528	25400	6	A	0
546	509	25600	6	A	0
545	516	25800	6	A	0
697	494	26000	6	A	0
662	350	26200	7	M	0
709	214	26400	7	M	2
781	237	26600	7	M	0
477	354	26800	7	M	0
187	49	27000	4	T	0
