x	y	t	id	label	task_id
586	60	0	0	Z	0
257	286	200	7	M	0
197	321	400	7	M	0
279	411	600	7	M	0
234	669	800	6	A	0
104	493	1000	7	M	0
68	454	1200	6	A	0
105	466	1400	7	M	0
133	464	1600	7	M	0
44	282	1800	6	A	0
513	661	2000	6	A	1
395	646	2200	6	A	0
496	673	2600	6	A	0
540	642	2800	6	A	0
612	686	3000	0	Z	0
653	691	3200	0	Z	0
723	611	3400	6	A	0
682	670	3600	6	A	0
809	647	3800	6	A	0
729	692	4000	0	Z	0
832	384	4200	7	M	0
329	409	4400	7	M	0
241	401	4600	7	M	0
325	498	4800	7	M	0
342	498	5000	7	M	0
347	534	5200	7	M	0
288	425	5400	7	M	0
303	393	5600	7	M	0
325	143	5800	7	M	0
288	429	6000	7	M	0
731	670	6200	6	A	0
764	675	6400	6	A	0
701	698	6600	0	Z	0
228	643	6800	6	A	0
313	386	7000	7	M	0
