t	x	y
0	341	351
200	203	402
400	261	138
600	309	141
800	262	111
1000	102	68
1200	43	62
1400	85	64
1600	26	56
1800	110	112
2000	152	261
2200	121	368
2400	137	461
2600	132	682
2800	132	692
3000	133	938
3200	122	568
3400	132	244
3600	118	115
3800	88	128
4000	121	163
4200	117	100
4400	30	107
4600	113	102
4800	14	117
5000	114	123
5200	129	156
5400	123	264
5600	121	269
5800	113	493
6000	127	598
6200	122	835
6400	88	230
6600	113	121
6800	24	119
7000	120	119
7200	23	119
