t	x	y
0	207	208
200	195	245
400	73	263
600	91	75
800	70	88
1000	93	122
1200	120	122
1400	275	123
1600	257	113
1800	323	108
2000	270	69
2200	94	78
2400	186	144
2600	269	96
2800	324	104
3000	269	73
3200	322	121
3400	300	125
3600	317	112
3800	325	129
4000	145	149
4200	66	145
4400	70	253
4600	65	311
4800	61	340
5000	63	395
5200	52	430
5400	53	456
5600	57	480
5800	55	498
6000	57	549
6200	61	563
6400	57	655
6600	60	632
6800	56	692
7000	58	778
7200	50	815
7400	62	845
7600	55	877
7800	51	904
8000	63	941
8200	43	993
8400	58	556
8600	51	177
8800	61	231
9000	62	188
9200	66	260
9400	58	327
9600	59	439
9800	60	480
10000	54	530
10200	46	607
10400	54	581
10600	63	650
10800	57	459
11000	60	357
11200	63	410
11400	61	348
11600	66	324
11800	55	350
12000	51	431
12200	57	428
12400	50	534
12600	62	626
12800	61	595
13000	56	572
13200	116	568
13400	155	578
13600	194	581
13800	329	586
14000	317	607
14200	422	584
14400	348	178
14600	341	140
14800	293	128
15000	328	113
15200	259	98
15400	312	109
15600	331	108
15800	370	577
16000	65	587
16200	60	601
16400	299	604
16600	322	594
16800	364	561
17000	408	569
17200	420	582
17400	337	593
17600	327	577
17800	177	601
18000	160	605
18200	163	599
18400	307	587
18600	330	581
18800	323	323
19000	327	163
19200	353	476
19400	344	570
19600	334	596
19800	333	604
20000	328	442
20200	349	440
20400	340	613
20600	341	584
20800	342	577
21000	336	588
21200	337	576
21400	351	559
21600	98	606
21800	335	592
22000	342	153
22200	305	118
22400	325	120
22600	272	108
22800	329	102
23000	352	630
23200	344	569
23400	90	602
23600	71	607
23800	314	577
24000	351	570
24200	341	579
