t	x	y
0	77	168
200	30	168
400	32	150
600	25	203
800	31	364
1000	25	237
1200	34	273
1400	27	305
1600	35	371
1800	44	402
2000	40	471
2200	45	495
2400	42	511
2600	35	569
2800	41	564
3000	129	568
3200	166	570
3400	117	568
3600	161	572
3800	339	569
4000	312	570
4200	420	577
4400	255	70
4600	228	82
4800	284	91
5000	233	73
5200	221	79
5400	278	81
5600	216	79
5800	317	572
6000	304	568
6200	235	99
6400	279	91
6600	306	118
6800	336	583
7000	327	572
7200	336	529
7400	355	514
7600	92	519
7800	55	521
8000	45	554
8200	319	567
8400	339	563
8600	341	474
8800	323	239
9000	308	149
9200	313	116
9400	328	576
9600	335	552
9800	344	540
10000	344	489
10200	333	447
10400	352	452
10600	330	120
10800	359	117
11000	345	567
11200	321	577
11400	137	564
11600	172	575
11800	166	574
12000	273	570
12200	317	572
12400	234	91
12600	197	93
12800	229	83
13000	283	90
13200	63	81
13400	36	79
13600	90	76
13800	38	80
14000	86	82
14200	22	54
14400	48	61
14600	236	63
14800	211	67
15000	218	73
15200	261	75
15400	59	73
15600	38	75
15800	43	66
16000	229	78
16200	284	99
16400	289	78
16600	323	678
16800	322	647
17000	339	650
17200	141	615
17400	47	606
17600	51	590
17800	48	558
18000	322	568
18200	316	154
18400	312	128
