x	y	t	id	label	task_id
583	561	0	7	M	0
662	830	200	6	A	0
699	358	400	4	T	0
160	89	600	7	M	0
752	278	800	4	T	0
796	352	1000	4	T	0
653	338	1200	4	T	0
916	324	1400	4	T	0
559	350	1600	4	T	0
526	351	1800	4	T	0
701	589	2000	6	A	0
775	589	2200	6	A	0
787	607	2400	6	A	0
490	626	2600	6	A	0
478	539	2800	7	M	0
384	518	3000	7	M	0
261	476	3200	7	M	0
169	33	3400	7	M	2
174	8	3600	0	Z	0
293	381	3800	7	M	0
249	461	4000	7	M	0
310	487	4200	7	M	1
884	509	4400	7	M	0
911	526	4600	7	M	0
322	494	4800	7	M	1
387	522	5000	7	M	0
256	465	5200	7	M	0
84	438	5400	6	A	0
258	454	5600	7	M	2
313	486	5800	7	M	1
228	447	6000	7	M	0
95	429	6200	6	A	0
216	444	6400	7	M	2
241	454	6600	7	M	2
246	628	6800	6	A	0
148	613	7000	6	A	2
149	634	7200	6	A	2
225	662	7400	6	A	2
228	621	7600	6	A	2
231	675	7800	6	A	2
238	621	8000	6	A	2
240	691	8200	6	A	2
239	645	8400	6	A	2
235	614	8600	6	A	2
220	752	8800	6	A	2
221	895	9000	6	A	0
253	632	9200	6	A	0
227	631	9400	6	A	2
232	678	9600	6	A	2
231	756	9800	6	A	2
238	728	10000	6	A	2
216	674	10200	6	A	2
222	627	10400	6	A	2
230	691	10600	6	A	2
220	715	10800	6	A	2
226	759	11000	6	A	2
228	802	11200	6	A	2
243	608	11400	6	A	0
236	639	11600	6	A	2
242	673	11800	6	A	0
238	706	12000	6	A	2
241	728	12200	6	A	2
207	665	12400	6	A	2
217	611	12600	6	A	2
221	642	12800	6	A	2
213	674	13000	6	A	2
213	702	13200	6	A	2
218	725	13400	6	A	2
210	753	13600	6	A	2
217	756	13800	6	A	2
232	704	14000	6	A	2
225	726	14200	6	A	2
207	732	14400	6	A	2
215	699	14600	6	A	2
217	743	14800	6	A	2
215	749	15000	6	A	2
216	804	15200	6	A	2
210	761	15400	6	A	2
211	706	15600	6	A	2
209	673	15800	6	A	2
213	700	16000	6	A	2
211	734	16200	6	A	2
158	603	16400	6	A	2
141	593	16600	6	A	2
675	298	16800	4	T	0
507	414	17000	4	T	0
313	504	17200	7	M	0
248	443	17400	7	M	0
298	460	17600	7	M	0
323	467	17800	7	M	0
219	611	18000	6	A	2
251	867	18200	6	A	0
240	808	18400	6	A	0
229	649	18600	6	A	2
233	629	18800	6	A	2
245	644	19000	6	A	0
206	812	19200	6	A	2
208	792	19400	6	A	2
223	909	19600	7	M	0
139	596	19800	6	A	2
56	596	20000	6	A	1
494	763	20200	6	A	0
720	709	20400	6	A	0
863	684	20600	6	A	0
238	707	20800	6	A	2
211	699	21000	6	A	2
216	722	21200	6	A	2
209	748	21400	6	A	2
208	771	21600	6	A	2
210	673	21800	6	A	2
