x	y	t	id	label	task_id
361	390	0	4	T	0
433	571	200	6	A	0
420	610	400	6	A	0
426	764	600	6	A	0
408	887	800	6	A	0
182	934	1000	0	Z	0
132	544	1200	7	M	0
695	203	1400	4	T	0
639	372	1600	4	T	0
547	342	1800	4	T	0
792	397	2000	4	T	0
647	675	2200	6	A	0
600	537	2400	7	M	0
120	83	2600	7	M	0
64	205	2800	6	A	0
39	549	3000	6	A	0
53	580	3200	6	A	1
63	610	3400	6	A	1
85	538	3600	6	A	0
79	458	3800	6	A	0
113	465	4000	7	M	0
220	460	4200	7	M	2
308	528	4400	7	M	0
305	501	4600	7	M	0
95	473	4800	6	A	0
189	392	5000	7	M	0
165	632	5200	6	A	2
150	601	5400	6	A	2
230	660	5600	6	A	2
244	611	5800	6	A	0
238	654	6000	6	A	2
247	717	6200	6	A	0
239	621	6400	6	A	2
245	643	6600	6	A	0
247	680	6800	6	A	0
225	636	7000	6	A	2
229	697	7200	6	A	2
224	748	7400	6	A	2
227	810	7600	6	A	0
243	892	7800	6	A	0
224	906	8000	6	A	0
238	617	8200	6	A	2
255	661	8400	6	A	0
239	746	8600	6	A	2
225	641	8800	6	A	2
222	702	9000	6	A	2
225	749	9200	6	A	2
230	805	9400	6	A	0
379	616	9600	6	A	0
307	638	9800	6	A	1
222	822	10000	6	A	2
221	715	10200	6	A	2
219	782	10400	6	A	2
277	565	10600	6	A	0
308	503	10800	7	M	0
228	447	11000	7	M	0
595	375	11200	4	T	0
534	349	11400	4	T	0
607	346	11600	4	T	0
686	364	11800	4	T	0
739	365	12000	4	T	0
791	357	12200	4	T	0
867	353	12400	4	T	0
539	370	12600	4	T	0
608	366	12800	4	T	0
706	215	13000	4	T	0
512	224	13200	4	T	0
647	226	13400	4	T	0
652	293	13600	4	T	0
382	529	13800	7	M	0
340	502	14000	7	M	0
597	407	14200	4	T	0
678	377	14400	4	T	0
736	383	14600	4	T	0
829	385	14800	4	T	0
566	406	15000	4	T	0
622	405	15200	4	T	0
685	408	15400	4	T	0
780	391	15600	4	T	0
672	387	15800	4	T	0
714	394	16000	4	T	0
560	400	16200	4	T	0
588	391	16400	4	T	0
557	408	16600	4	T	0
631	397	16800	4	T	0
680	409	17000	4	T	0
751	408	17200	4	T	0
829	406	17400	4	T	0
793	408	17600	4	T	0
815	410	17800	4	T	0
580	379	18000	4	T	0
641	366	18200	4	T	0
704	369	18400	4	T	0
768	375	18600	4	T	0
825	379	18800	4	T	0
542	391	19000	4	T	0
607	395	19200	4	T	0
671	411	19400	4	T	0
731	387	19600	4	T	0
817	385	19800	4	T	0
504	416	20000	4	T	0
552	414	20200	4	T	0
642	415	20400	4	T	0
679	418	20600	4	T	0
749	416	20800	4	T	0
812	419	21000	4	T	0
545	934	21200	0	Z	0
234	963	21400	0	Z	0
223	926	21600	0	Z	0
189	928	21800	0	Z	0
168	952	22000	0	Z	0
277	954	22200	0	Z	0
257	789	22400	6	A	0
210	566	22600	6	A	0
117	620	22800	6	A	2
51	578	23000	6	A	1
53	598	23200	6	A	1
205	613	23400	6	A	2
220	748	23600	6	A	2
538	498	23800	7	M	0
139	625	24000	6	A	2
65	597	24200	6	A	1
