x	y	t	id	label	task_id
543	664	0	6	A	0
126	235	200	7	M	0
135	50	400	7	M	2
752	190	600	4	T	0
486	175	800	4	T	0
657	193	1000	4	T	0
609	251	1200	4	T	0
556	308	1400	4	T	0
568	182	1600	4	T	0
530	306	1800	4	T	0
531	325	2000	4	T	0
672	340	2200	4	T	0
694	362	2400	4	T	0
696	387	2600	4	T	0
608	463	2800	7	M	0
85	553	3200	6	A	0
63	576	3400	6	A	1
72	581	3600	6	A	3
224	877	3800	6	A	0
172	899	4000	6	A	0
95	566	4200	6	A	0
73	578	4400	6	A	0
50	563	4600	6	A	0
92	569	4800	6	A	0
69	599	5000	6	A	1
300	445	5200	7	M	0
237	414	5400	7	M	0
181	454	5600	7	M	0
173	529	5800	7	M	0
115	501	6000	7	M	0
275	379	6200	7	M	0
622	187	6400	4	T	0
643	343	6600	4	T	0
57	33	6800	6	A	0
102	33	7000	7	M	2
91	134	7200	6	A	0
85	340	7400	6	A	0
78	388	7600	6	A	0
106	448	7800	7	M	0
97	507	8000	0	Z	0
126	497	8200	7	M	0
270	458	8400	7	M	0
194	522	8600	7	M	0
75	487	8800	6	A	0
122	678	9000	6	A	0
190	865	9200	6	A	0
69	503	9400	6	A	0
97	548	9600	0	Z	0
78	559	9800	6	A	0
110	502	10000	7	M	0
119	493	10200	7	M	0
114	477	10400	7	M	0
176	519	10600	7	M	0
456	538	10800	7	M	0
226	424	11000	7	M	2
328	490	11200	7	M	1
485	512	11400	7	M	0
94	524	11600	6	A	0
56	578	11800	6	A	1
78	564	12000	6	A	0
598	528	12200	7	M	0
644	546	12400	7	M	0
661	694	12600	6	A	0
657	764	12800	6	A	0
664	763	13000	6	A	0
815	610	13200	6	A	0
736	599	13400	6	A	0
904	613	13600	6	A	0
908	648	13800	6	A	0
894	732	14000	6	A	0
891	784	14200	6	A	0
800	603	14400	6	A	0
796	647	14600	6	A	0
804	674	14800	6	A	0
720	569	15000	6	A	0
717	598	15200	6	A	0
704	640	15400	6	A	0
626	668	15600	6	A	0
552	634	15800	6	A	0
562	680	16000	6	A	0
553	535	16200	7	M	0
454	513	16400	7	M	0
282	433	16600	7	M	0
160	50	16800	7	M	2
550	493	17000	7	M	0
534	650	17200	6	A	0
579	650	17400	6	A	0
650	654	17600	6	A	0
641	554	17800	7	M	0
567	563	18000	6	A	0
582	620	18200	6	A	0
573	681	18400	6	A	0
589	712	18600	6	A	0
582	783	18800	6	A	0
533	616	19000	6	A	0
488	645	19200	6	A	0
507	695	19400	6	A	0
483	708	19600	6	A	0
428	596	19800	6	A	0
428	609	20000	6	A	0
429	593	20200	6	A	0
412	626	20400	6	A	0
342	600	20600	6	A	0
363	487	20800	7	M	0
450	505	21000	7	M	0
591	527	21200	7	M	0
580	598	21400	6	A	0
505	630	21600	6	A	0
420	608	21800	6	A	0
293	579	22000	6	A	0
253	580	22200	6	A	0
263	598	22400	6	A	0
260	634	22600	6	A	0
243	634	22800	6	A	0
252	611	23000	6	A	0
243	713	23200	6	A	0
250	717	23400	6	A	0
225	627	23600	6	A	2
229	598	23800	6	A	2
237	606	24000	6	A	2
238	650	24200	6	A	2
223	672	24400	6	A	2
221	749	24600	6	A	2
206	783	24800	6	A	2
259	610	25000	6	A	0
252	625	25200	6	A	0
249	664	25400	6	A	0
237	748	25600	6	A	2
253	593	25800	6	A	0
242	632	26000	6	A	0
228	669	26200	6	A	2
244	614	26400	6	A	0
215	669	26600	6	A	2
232	711	26800	6	A	2
230	747	27000	6	A	2
145	604	27200	6	A	2
232	641	27400	6	A	2
248	633	27600	6	A	0
237	727	27800	6	A	2
261	623	28000	6	A	0
559	606	28200	6	A	0
570	652	28400	6	A	0
581	633	28600	6	A	0
579	675	28800	6	A	0
505	668	29000	6	A	0
231	628	29200	6	A	2
252	645	29400	6	A	0
257	639	29600	6	A	0
256	671	29800	6	A	0
261	726	30000	6	A	0
241	613	30200	6	A	2
249	682	30400	6	A	0
238	730	30600	6	A	2
234	749	30800	6	A	2
232	785	31000	6	A	2
256	622	31200	6	A	0
252	604	31400	6	A	0
264	635	31600	6	A	0
244	730	31800	6	A	0
560	126	32000	4	T	0
