x	y	t	id	label	task_id
496	457	0	7	M	0
559	332	200	4	T	0
579	256	400	4	T	0
561	281	600	4	T	0
200	591	800	6	A	0
165	622	1000	6	A	2
492	98	1200	4	T	0
792	144	1400	4	T	0
909	112	1600	4	T	0
413	236	1800	4	T	0
585	219	2000	4	T	0
760	224	2200	4	T	0
587	316	2400	4	T	0
596	225	2600	4	T	0
760	233	2800	4	T	0
556	314	3000	4	T	0
727	318	3200	4	T	0
571	548	3400	7	M	0
517	389	3600	4	T	0
487	398	3800	4	T	0
148	94	4000	7	M	0
662	301	4200	4	T	0
786	340	4400	4	T	0
889	325	4600	4	T	0
857	360	4800	4	T	0
853	370	5000	4	T	0
495	389	5200	4	T	0
469	404	5400	4	T	0
183	449	5600	7	M	0
227	9	5800	0	Z	0
274	419	6000	7	M	0
335	464	6200	7	M	0
372	467	6400	7	M	0
278	510	6600	7	M	0
257	678	6800	6	A	0
273	588	7000	6	A	0
268	670	7200	6	A	0
266	811	7400	6	A	0
252	668	7600	6	A	0
259	601	7800	6	A	0
163	593	8000	6	A	2
227	592	8200	6	A	2
180	594	8400	6	A	0
263	590	8600	6	A	0
252	680	8800	6	A	0
253	751	9000	6	A	0
262	771	9200	6	A	0
248	797	9400	6	A	0
273	638	9600	6	A	0
276	689	9800	6	A	0
276	719	10000	6	A	0
272	599	10200	6	A	0
291	628	10400	6	A	1
292	648	10600	6	A	1
284	647	10800	6	A	1
285	598	11000	6	A	1
251	641	11200	6	A	0
271	550	11400	7	M	0
283	612	11600	6	A	1
266	579	11800	6	A	0
276	632	12000	6	A	0
259	805	12200	6	A	0
629	774	12400	6	A	0
298	892	12600	6	A	0
248	869	12800	6	A	0
180	914	13000	0	Z	0
240	867	13200	6	A	0
326	865	13400	6	A	0
339	560	13600	7	M	0
351	485	13800	7	M	0
263	441	14000	7	M	0
584	420	14200	4	T	0
717	330	14400	4	T	0
878	374	14600	4	T	0
871	355	14800	4	T	0
684	737	15000	6	A	0
755	261	15200	4	T	0
788	149	15400	4	T	0
97	87	15600	6	A	0
152	652	15800	6	A	0
161	590	16000	6	A	2
684	640	16200	6	A	0
678	695	16400	6	A	0
275	616	16600	6	A	0
264	651	16800	6	A	0
271	709	17000	6	A	0
255	614	17200	6	A	0
280	728	17400	6	A	0
243	739	17600	6	A	0
