x	y	t	id	label	task_id
529	372	0	4	T	0
236	561	200	7	M	0
224	653	400	6	A	2
356	614	600	6	A	0
327	640	800	6	A	1
312	459	1000	7	M	0
14	589	1200	6	A	1
35	596	1400	6	A	1
145	754	1600	6	A	0
38	567	2000	6	A	0
39	635	2200	6	A	3
23	656	2400	6	A	0
55	622	2600	6	A	1
189	932	2800	0	Z	0
44	596	3000	6	A	1
301	538	3400	7	M	0
228	532	3600	7	M	0
278	564	3800	6	A	0
4	538	4000	0	Z	0
28	594	4400	6	A	1
36	629	4600	6	A	1
67	620	4800	6	A	1
42	629	5000	6	A	1
46	620	5200	6	A	1
13	643	5400	6	A	0
80	654	5600	6	A	0
364	545	5800	7	M	0
760	280	6000	4	T	0
758	334	6200	4	T	0
314	674	6400	6	A	1
258	491	6600	7	M	0
205	931	6800	0	Z	0
43	575	7000	6	A	1
8	583	7600	0	Z	1
34	611	7800	6	A	1
20	27	8400	6	A	0
36	60	8600	6	A	0
21	572	8800	6	A	1
23	588	9000	6	A	1
366	546	9200	7	M	0
