x	y	t	id	label	task_id
502	356	0	7	M	0
610	241	200	7	M	0
655	163	400	7	M	2
530	118	600	6	A	0
453	112	800	6	A	0
599	93	1000	5	L	0
456	111	1200	6	A	0
536	174	1400	7	M	0
427	441	1600	7	M	0
360	191	1800	7	M	0
407	172	2000	7	M	0
495	168	2200	7	M	0
568	162	2400	7	M	2
565	234	2600	7	M	2
623	223	2800	7	M	0
554	216	3000	7	M	0
149	162	3200	6	A	0
111	96	3400	4	T	0
110	72	3600	4	T	1
79	195	3800	6	A	2
152	71	4000	4	T	1
94	81	4200	4	T	0
212	80	4400	4	T	0
168	95	4600	4	T	0
448	113	4800	6	A	0
574	172	5000	7	M	2
548	177	5200	7	M	0
604	215	5400	7	M	0
533	253	5600	7	M	0
554	261	5800	7	M	0
543	312	6000	7	M	0
547	282	6200	7	M	0
553	247	6400	7	M	2
518	246	6600	7	M	0
99	251	6800	6	A	2
66	256	7000	6	A	0
132	253	7200	6	A	2
536	255	7400	7	M	0
508	326	7600	7	M	0
544	259	7800	7	M	0
530	305	8000	7	M	0
363	747	8200	7	M	0
183	819	8400	7	M	0
552	208	8600	7	M	0
562	258	8800	7	M	2
553	159	9000	7	M	0
538	94	9200	5	L	0
447	117	9400	6	A	0
545	253	9600	7	M	0
96	252	9800	6	A	2
555	266	10000	7	M	0
