x	y	t	id	label	task_id
179	610	0	6	A	0
201	633	200	6	A	2
188	601	400	6	A	0
222	947	600	0	Z	0
187	908	800	6	A	0
204	909	1000	7	M	0
668	660	1200	6	A	0
697	335	1400	4	T	0
687	156	1600	4	T	0
663	683	1800	6	A	0
642	662	2000	6	A	0
653	793	2200	6	A	0
561	640	2400	6	A	0
395	578	2600	6	A	0
388	664	2800	6	A	0
380	570	3000	6	A	0
402	573	3200	6	A	0
478	556	3400	7	M	0
468	553	3600	7	M	0
474	582	3800	6	A	0
567	570	4000	6	A	0
561	628	4200	6	A	0
559	610	4400	6	A	0
479	586	4600	6	A	0
479	682	4800	6	A	0
481	680	5000	6	A	0
604	624	5200	6	A	0
576	602	5400	6	A	0
660	582	5600	6	A	0
660	609	5800	6	A	0
662	587	6000	6	A	0
681	575	6200	6	A	0
664	631	6400	6	A	0
712	621	6600	6	A	0
764	574	6800	6	A	0
747	625	7000	6	A	0
763	667	7200	6	A	0
764	658	7400	6	A	0
752	691	7600	6	A	0
757	638	7800	6	A	0
862	563	8000	6	A	0
851	689	8200	6	A	0
853	748	8400	6	A	0
848	855	8600	6	A	0
838	851	8800	6	A	0
740	859	9000	6	A	0
777	315	9200	4	T	0
774	496	9400	7	M	0
760	351	9600	4	T	0
805	349	9800	4	T	0
855	347	10000	4	T	0
864	310	10200	4	T	0
890	341	10400	4	T	0
543	372	10600	4	T	0
517	375	10800	4	T	0
568	368	11000	4	T	0
609	360	11200	4	T	0
664	359	11400	4	T	0
709	358	11600	4	T	0
772	358	11800	4	T	0
805	359	12000	4	T	0
826	363	12200	4	T	0
873	364	12400	4	T	0
535	361	12600	4	T	0
541	393	12800	4	T	0
512	394	13000	4	T	0
578	391	13200	4	T	0
627	387	13400	4	T	0
678	385	13600	4	T	0
740	380	13800	4	T	0
794	390	14000	4	T	0
521	417	14200	4	T	0
500	407	14400	4	T	0
589	412	14600	4	T	0
642	415	14800	4	T	0
709	420	15000	4	T	0
772	403	15200	4	T	0
827	398	15400	4	T	0
157	589	15600	6	A	2
891	393	15800	4	T	0
742	408	16000	4	T	0
821	387	16200	4	T	0
615	418	16400	4	T	0
671	414	16600	4	T	0
675	389	16800	4	T	0
750	389	17000	4	T	0
814	382	17200	4	T	0
514	397	17400	4	T	0
548	399	17600	4	T	0
569	599	17800	6	A	0
548	394	18000	4	T	0
511	402	18200	4	T	0
631	402	18400	4	T	0
700	367	18600	4	T	0
797	361	18800	4	T	0
840	359	19000	4	T	0
786	360	19200	4	T	0
854	359	19400	4	T	0
509	377	19600	4	T	0
564	385	19800	4	T	0
574	399	20000	4	T	0
619	409	20200	4	T	0
672	413	20400	4	T	0
732	406	20600	4	T	0
787	404	20800	4	T	0
825	399	21000	4	T	0
811	386	21200	4	T	0
158	560	21400	7	M	0
208	864	21600	6	A	0
177	897	21800	6	A	0
78	622	22000	6	A	0
70	586	22200	6	A	1
65	572	22400	6	A	1
82	580	22600	6	A	0
69	591	22800	6	A	1
74	582	23000	6	A	0
94	602	23200	6	A	0
75	608	23400	6	A	0
172	607	23600	6	A	0
165	586	23800	6	A	2
185	585	24000	6	A	0
160	600	24200	6	A	2
167	588	24400	6	A	2
