x	y	t	id	label	task_id
546	370	0	4	T	0
629	382	200	4	T	0
383	594	400	6	A	0
225	640	600	6	A	2
200	590	800	6	A	0
170	334	1000	7	M	0
316	461	1200	7	M	0
287	457	1400	7	M	0
218	79	1600	7	M	0
210	48	1800	7	M	0
149	62	2000	7	M	2
127	522	2200	7	M	0
112	610	2400	6	A	2
615	156	2600	4	T	0
858	133	2800	4	T	0
845	151	3000	4	T	0
550	226	3200	4	T	0
729	204	3400	4	T	0
908	200	3600	4	T	0
699	285	3800	4	T	0
298	624	4000	6	A	1
174	621	4200	6	A	0
209	633	4400	6	A	2
296	622	4600	6	A	1
292	749	4800	6	A	1
222	887	5000	6	A	0
251	887	5200	6	A	0
293	507	5400	7	M	0
283	456	5600	7	M	0
