x	y	t	id	label	task_id
594	498	0	7	M	0
624	486	200	7	M	0
662	378	400	7	M	0
454	216	600	7	M	0
592	195	800	5	L	0
411	206	1000	5	L	0
442	210	1200	7	M	0
419	208	1400	5	L	0
448	210	1600	7	M	0
552	206	1800	5	L	0
589	209	2000	5	L	2
652	202	2200	5	L	0
611	279	2400	7	M	0
655	411	2600	7	M	0
417	671	2800	0	Z	0
663	464	3000	7	M	0
466	237	3200	7	M	0
685	231	3400	7	M	0
810	237	3600	7	M	2
415	208	3800	5	L	0
453	217	4000	7	M	0
544	388	4200	7	M	0
510	615	4400	6	A	0
637	274	4600	7	M	0
753	202	4800	7	M	2
777	208	5000	7	M	2
771	606	5200	6	A	0
645	249	5400	7	M	2
152	267	5600	7	M	0
83	262	5800	7	M	0
679	223	6000	7	M	0
