x	y	t	id	label	task_id
457	187	0	5	L	1
428	203	200	5	L	0
447	197	400	5	L	0
531	190	600	5	L	2
420	185	800	5	L	1
569	178	1000	5	L	2
911	266	1200	7	M	0
903	342	1400	7	M	0
616	642	1600	0	Z	0
202	665	1800	0	Z	0
82	127	2000	0	Z	0
138	47	2200	4	T	0
297	38	2400	4	T	0
116	96	2600	4	T	0
210	105	2800	4	T	0
325	106	3000	4	T	0
407	103	3200	4	T	0
461	106	3400	0	Z	0
623	85	3600	4	T	0
765	213	3800	7	M	0
771	192	4000	7	M	2
761	601	4200	6	A	2
810	192	4400	7	M	0
508	188	4600	5	L	2
422	199	4800	5	L	0
673	91	5000	4	T	0
620	180	5200	5	L	2
566	188	5400	5	L	2
869	249	5600	7	M	2
808	264	5800	7	M	0
905	323	6000	7	M	0
595	222	6200	7	M	0
625	220	6400	7	M	2
872	284	6600	7	M	0
811	258	6800	7	M	0
908	335	7000	7	M	0
895	431	7200	7	M	0
917	344	7400	7	M	0
906	483	7600	7	M	0
901	599	7800	6	A	2
912	423	8000	7	M	0
795	236	8200	7	M	0
683	208	8400	5	L	0
739	245	8600	7	M	0
747	606	8800	6	A	0
769	206	9000	7	M	0
609	239	9200	7	M	0
727	227	9400	7	M	2
23	168	9600	6	A	0
