x	y	t	id	label	task_id
421	206	0	5	L	0
405	193	200	5	L	1
59	316	400	6	A	0
85	311	600	7	M	0
67	469	800	6	A	0
95	592	1000	6	A	0
229	414	1200	7	M	0
170	433	1400	7	M	0
67	426	1600	6	A	0
101	437	1800	7	M	0
425	257	2000	7	M	0
780	298	2200	7	M	0
711	226	2400	7	M	2
764	198	2600	7	M	0
461	186	2800	5	L	1
418	181	3000	5	L	1
451	181	3200	5	L	1
583	180	3400	5	L	2
648	176	3600	5	L	2
454	179	3800	5	L	1
421	185	4000	5	L	1
419	179	4200	5	L	1
614	176	4400	5	L	2
570	188	4600	5	L	2
439	190	4800	5	L	1
416	182	5000	5	L	1
588	191	5200	5	L	2
643	183	5400	5	L	2
618	172	5600	5	L	2
441	184	5800	5	L	1
419	189	6000	5	L	1
392	181	6200	5	L	1
730	217	6400	7	M	2
768	223	6600	7	M	0
806	226	6800	7	M	2
743	213	7000	7	M	2
760	591	7200	6	A	2
784	247	7400	7	M	0
772	571	7600	6	A	0
756	596	7800	6	A	2
461	263	8000	7	M	0
517	531	8200	7	M	0
231	564	8400	6	A	0
482	237	8600	7	M	0
